g562_cycle3_row_id,execution_mode,counts_as_new_g546_solver_row,real_solver_execution,context_key,context_id,role,candidate_id,materialized_method,sampling_policy,map,map_family,agents,seed,budget_ms,iteration,solution_found,probe_feasible,sum_of_loss_ratio,probe_sum_of_loss,probe_lower_bound,probe_runtime_ms,expanded_nodes,low_level_pibt_calls,trace_event_count,delta_vs_additive_in_same_context,delta_vs_static_in_same_context,is_best_candidate_in_context,oracle_gap_vs_static,candidate_recognized,updateparams_hash,updateparams_fingerprint,traffic_before_hash_full,theta_alpha_cong_commit_progress,theta_alpha_cong_commit_nonprogress,theta_alpha_cong_block,theta_alpha_cong_wait_progress,theta_alpha_cong_wait_nonprogress,theta_alpha_flow_commit_progress,theta_alpha_flow_wait_progress,theta_rho_cong_decay,theta_rho_flow_decay,theta_lambda_cong,theta_lambda_flow,theta_flow_shield_beta,theta_max_flow_shield,theta_min_edge_cost,theta_max_edge_cost,theta_goal_projection_mode_flow_shield,theta_goal_projection_mode_agent_progress,theta_goal_projection_mode_none,feature_map_family_maze,feature_map_family_random,feature_map_family_warehouse,feature_agents,feature_budget_ms,feature_iteration_final,feature_trace_event_count,feature_trace_events_per_agent,feature_pibt_failure_audit_count,feature_expanded_nodes,feature_high_level_expansions,feature_low_level_pibt_calls,feature_expansions_per_agent,feature_budget_per_agent,feature_obstacle_ratio_proxy,feature_corridor_proxy,feature_junction_proxy,phase5p5_allowed,phase6_allowed,runtime_claim_allowed,learned_runtime_policy_validated,aaai_ready,counts_as_new_g549_solver_row,probe_materialized,no_probe_reason,panel,route,horizon_id,nominal_budget_ms,short_budget_ms,base_time_limit_sec,ltm_max_iterations,fresh_seed_block,theta_cluster,registry_label,candidate_group,fulltheta_registry_row_id,counts_as_g549_calibration_topup,counts_as_g549_fulltheta_replay,context_horizon_key,fulltheta_fingerprint_match,fulltheta_fingerprint_mismatched_fields
g562_cycle3_00000000,g562_cycle3_real_solver_row,True,True,random-8-8-20|32|7195|5000|0|14650fb0739d0383,random-8-8-20|a32|s7195|it0|g562_cycle3_random_8_8_20_a32_s7195_hg559_b5000_i2_b5000,additive_ltm,repair5g59_additive_fallback,repair5g59_additive_fallback,paper_faithful_additive_ltm,random-8-8-20,random,32,7195,5000,0,True,True,3.3275862069,579,174,0.566349,32,1002,2216,0,0,False,-0.270114942529,True,35049bacad216c02,alpha_commit=1|alpha_block=1|alpha_wait_spillover=1|rho_decay=1|force_additive=1|enable_dual_channel=0|alpha_cong_commit_progress=0|alpha_cong_commit_nonprogress=1|alpha_cong_block=1|alpha_cong_wait_progress=1|alpha_cong_wait_nonprogress=1|alpha_flow_commit_progress=0|alpha_flow_wait_progress=0|rho_cong_decay=1|rho_flow_decay=1|lambda_cong=1|lambda_flow=0|min_edge_cost=0.25|max_edge_cost=11|goal_projection_mode=none|flow_shield_beta=0|max_flow_shield=0,14650fb0739d0383,,,,,,,,,,,,,,,,,,,0,1,0,32,5000,0,2216,69.25,0,32,0,1002,1,156.25,0.2,0.2,0.45,False,False,False,False,False,True,True,,,,g559_b5000_i2,5000,5000,5.0,2,,,,,,,,random-8-8-20|32|7195|5000|g559_b5000_i2,True,
g562_cycle3_00000001,g562_cycle3_real_solver_row,True,True,random-8-8-20|32|7195|5000|0|14650fb0739d0383,random-8-8-20|a32|s7195|it0|g562_cycle3_random_8_8_20_a32_s7195_hg559_b5000_i2_b5000,g556_c063174,g556_c063174,g556_c063174,g556_c063174,random-8-8-20,random,32,7195,5000,0,True,True,3.05747126437,532,174,0.563046,29,921,2216,-0.270114942529,-0.270114942529,True,-0.270114942529,True,5f59f77673998292,alpha_commit=1.1580041646957397|alpha_block=1.25|alpha_wait_spillover=0.75|rho_decay=0.97993582487106323|force_additive=0|enable_dual_channel=1|alpha_cong_commit_progress=1.25|alpha_cong_commit_nonprogress=1.1580041646957397|alpha_cong_block=1.25|alpha_cong_wait_progress=0.75|alpha_cong_wait_nonprogress=0.75|alpha_flow_commit_progress=1.0403397083282471|alpha_flow_wait_progress=0.69326585531234741|rho_cong_decay=0.97993582487106323|rho_flow_decay=1|lambda_cong=0.68415534496307373|lambda_flow=0.64999997615814209|min_edge_cost=1|max_edge_cost=10.79326343536377|goal_projection_mode=flow_shield|flow_shield_beta=0.33551126718521118|max_flow_shield=0.85900604724884033,14650fb0739d0383,1.25,1.1580041646957397,1.25,0.75,0.75,1.040339708328247,0.6932658553123474,0.9799358248710632,1.0,0.6841553449630737,0.6499999761581421,0.3355112671852112,0.8590060472488403,1.0,10.79326343536377,1,0,0,0,1,0,32,5000,0,2216,69.25,0,29,0,921,0.90625,156.25,0.2,0.2,0.45,False,False,False,False,False,True,True,,,,g559_b5000_i2,5000,5000,5.0,2,,,,,,,,random-8-8-20|32|7195|5000|g559_b5000_i2,True,
g562_cycle3_00000002,g562_cycle3_real_solver_row,True,True,random-8-8-20|32|7195|5000|0|14650fb0739d0383,random-8-8-20|a32|s7195|it0|g562_cycle3_random_8_8_20_a32_s7195_hg559_b5000_i2_b5000,generated_theta::g562_cycle3_a1_s562_a74ed539ed2c,g562_cycle3_a1_s562_a74ed539ed2c,g562_cycle3_a1_s562_a74ed539ed2c,A1_seed562_dual_stream_c0_f0_graph_actor,random-8-8-20,random,32,7195,5000,0,True,True,3.60344827586,627,174,0.643061,34,1043,2216,0.275862068966,0.275862068966,False,-0.270114942529,True,f4f38e0059a2a36,alpha_commit=1.1502825021743774|alpha_block=1.2599948644638062|alpha_wait_spillover=0.74769371747970581|rho_decay=0.9785606861114502|force_additive=0|enable_dual_channel=1|alpha_cong_commit_progress=1.2133218050003052|alpha_cong_commit_nonprogress=1.1502825021743774|alpha_cong_block=1.2599948644638062|alpha_cong_wait_progress=0.74660968780517578|alpha_cong_wait_nonprogress=0.74769371747970581|alpha_flow_commit_progress=1.0507810115814209|alpha_flow_wait_progress=0.68871408700942993|rho_cong_decay=0.9785606861114502|rho_flow_decay=0.99355101585388184|lambda_cong=0.68719285726547241|lambda_flow=0.65708976984024048|min_edge_cost=0.95857256650924683|max_edge_cost=10.76610279083252|goal_projection_mode=flow_shield|flow_shield_beta=0.37258228659629822|max_flow_shield=0.9135894775390625,14650fb0739d0383,1.2133218050003052,1.1502825021743774,1.2599948644638062,0.7466096878051758,0.7476937174797058,1.050781011581421,0.6887140870094299,0.9785606861114502,0.9935510158538818,0.6871928572654724,0.6570897698402405,0.3725822865962982,0.9135894775390625,0.9585725665092468,10.76610279083252,1,0,0,0,1,0,32,5000,0,2216,69.25,0,34,0,1043,1.0625,156.25,0.2,0.2,0.45,False,False,False,False,False,True,True,,,,g559_b5000_i2,5000,5000,5.0,2,,,,,,,,random-8-8-20|32|7195|5000|g559_b5000_i2,True,
g562_cycle3_00000003,g562_cycle3_real_solver_row,True,True,random-8-8-20|32|7195|5000|0|14650fb0739d0383,random-8-8-20|a32|s7195|it0|g562_cycle3_random_8_8_20_a32_s7195_hg559_b5000_i2_b5000,generated_theta::g562_cycle3_a1_s563_44affc6ee226,g562_cycle3_a1_s563_44affc6ee226,g562_cycle3_a1_s563_44affc6ee226,A1_seed563_dual_stream_c0_f0_graph_actor,random-8-8-20,random,32,7195,5000,0,True,True,3.33908045977,581,174,0.552477,26,791,2216,0.0114942528736,0.0114942528736,False,-0.270114942529,True,e7d312514c88ca3d,alpha_commit=1.162218451499939|alpha_block=1.2497141361236572|alpha_wait_spillover=0.76648813486099243|rho_decay=0.97890758514404297|force_additive=0|enable_dual_channel=1|alpha_cong_commit_progress=1.2051476240158081|alpha_cong_commit_nonprogress=1.162218451499939|alpha_cong_block=1.2497141361236572|alpha_cong_wait_progress=0.74332660436630249|alpha_cong_wait_nonprogress=0.76648813486099243|alpha_flow_commit_progress=1.0339292287826538|alpha_flow_wait_progress=0.68783903121948242|rho_cong_decay=0.97890758514404297|rho_flow_decay=0.99250632524490356|lambda_cong=0.68232780694961548|lambda_flow=0.64584958553314209|min_edge_cost=0.94348061084747314|max_edge_cost=10.772619247436523|goal_projection_mode=flow_shield|flow_shield_beta=0.36170625686645508|max_flow_shield=0.90326470136642456,14650fb0739d0383,1.205147624015808,1.162218451499939,1.2497141361236572,0.7433266043663025,0.7664881348609924,1.0339292287826538,0.6878390312194824,0.978907585144043,0.9925063252449036,0.6823278069496155,0.6458495855331421,0.3617062568664551,0.9032647013664246,0.9434806108474731,10.772619247436523,1,0,0,0,1,0,32,5000,0,2216,69.25,0,26,0,791,0.8125,156.25,0.2,0.2,0.45,False,False,False,False,False,True,True,,,,g559_b5000_i2,5000,5000,5.0,2,,,,,,,,random-8-8-20|32|7195|5000|g559_b5000_i2,True,
g562_cycle3_00000004,g562_cycle3_real_solver_row,True,True,random-8-8-20|32|7195|5000|0|14650fb0739d0383,random-8-8-20|a32|s7195|it0|g562_cycle3_random_8_8_20_a32_s7195_hg559_b5000_i2_b5000,generated_theta::g562_cycle3_a1_s564_87449dad05f4,g562_cycle3_a1_s564_87449dad05f4,g562_cycle3_a1_s564_87449dad05f4,A1_seed564_dual_stream_c0_f0_graph_actor,random-8-8-20,random,32,7195,5000,0,True,True,3.88505747126,676,174,0.732584,45,1483,2216,0.557471264368,0.557471264368,False,-0.270114942529,True,895b470440e357da,alpha_commit=1.1514326333999634|alpha_block=1.2560359239578247|alpha_wait_spillover=0.77062851190567017|rho_decay=0.97832286357879639|force_additive=0|enable_dual_channel=1|alpha_cong_commit_progress=1.204378604888916|alpha_cong_commit_nonprogress=1.1514326333999634|alpha_cong_block=1.2560359239578247|alpha_cong_wait_progress=0.7470049262046814|alpha_cong_wait_nonprogress=0.77062851190567017|alpha_flow_commit_progress=1.0328443050384521|alpha_flow_wait_progress=0.7060692310333252|rho_cong_decay=0.97832286357879639|rho_flow_decay=1|lambda_cong=0.67944449186325073|lambda_flow=0.65738999843597412|min_edge_cost=0.94632095098495483|max_edge_cost=10.760617256164551|goal_projection_mode=flow_shield|flow_shield_beta=0.36697480082511902|max_flow_shield=0.92474895715713501,14650fb0739d0383,1.204378604888916,1.1514326333999634,1.2560359239578247,0.7470049262046814,0.7706285119056702,1.0328443050384521,0.7060692310333252,0.9783228635787964,1.0,0.6794444918632507,0.6573899984359741,0.366974800825119,0.924748957157135,0.9463209509849548,10.76061725616455,1,0,0,0,1,0,32,5000,0,2216,69.25,0,45,0,1483,1.40625,156.25,0.2,0.2,0.45,False,False,False,False,False,True,True,,,,g559_b5000_i2,5000,5000,5.0,2,,,,,,,,random-8-8-20|32|7195|5000|g559_b5000_i2,True,
g562_cycle3_00000005,g562_cycle3_real_solver_row,True,True,random-8-8-20|32|7195|5000|0|14650fb0739d0383,random-8-8-20|a32|s7195|it0|g562_cycle3_random_8_8_20_a32_s7195_hg559_b5000_i2_b5000,generated_theta::g562_cycle3_a2_s562_eafa95bc8842,g562_cycle3_a2_s562_eafa95bc8842,g562_cycle3_a2_s562_eafa95bc8842,A2_seed562_od_graph_cross_attention_actor,random-8-8-20,random,32,7195,5000,0,True,True,5.17816091954,901,174,0.909757,55,1734,2216,1.85057471264,1.85057471264,False,-0.270114942529,True,79f879800910b23d,alpha_commit=1.1519197225570679|alpha_block=1.2501394748687744|alpha_wait_spillover=0.74878984689712524|rho_decay=0.97816872596740723|force_additive=0|enable_dual_channel=1|alpha_cong_commit_progress=1.204470157623291|alpha_cong_commit_nonprogress=1.1519197225570679|alpha_cong_block=1.2501394748687744|alpha_cong_wait_progress=0.75052660703659058|alpha_cong_wait_nonprogress=0.74878984689712524|alpha_flow_commit_progress=1.0555176734924316|alpha_flow_wait_progress=0.68086624145507812|rho_cong_decay=0.97816872596740723|rho_flow_decay=0.99407404661178589|lambda_cong=0.69401538372039795|lambda_flow=0.65769743919372559|min_edge_cost=0.9532315731048584|max_edge_cost=10.766700744628906|goal_projection_mode=flow_shield|flow_shield_beta=0.36065924167633057|max_flow_shield=0.90796071290969849,14650fb0739d0383,1.204470157623291,1.1519197225570679,1.2501394748687744,0.7505266070365906,0.7487898468971252,1.0555176734924316,0.6808662414550781,0.9781687259674072,0.9940740466117859,0.694015383720398,0.6576974391937256,0.36065924167633057,0.9079607129096985,0.9532315731048584,10.766700744628906,1,0,0,0,1,0,32,5000,0,2216,69.25,0,55,0,1734,1.71875,156.25,0.2,0.2,0.45,False,False,False,False,False,True,True,,,,g559_b5000_i2,5000,5000,5.0,2,,,,,,,,random-8-8-20|32|7195|5000|g559_b5000_i2,True,
g562_cycle3_00000006,g562_cycle3_real_solver_row,True,True,random-8-8-20|32|7195|5000|0|14650fb0739d0383,random-8-8-20|a32|s7195|it0|g562_cycle3_random_8_8_20_a32_s7195_hg559_b5000_i2_b5000,generated_theta::g562_cycle3_a2_s563_7be10b59ef12,g562_cycle3_a2_s563_7be10b59ef12,g562_cycle3_a2_s563_7be10b59ef12,A2_seed563_od_graph_cross_attention_actor,random-8-8-20,random,32,7195,5000,0,True,True,3.47701149425,605,174,0.615266,31,948,2216,0.149425287356,0.149425287356,False,-0.270114942529,True,c9e80cd0946f478e,alpha_commit=1.1623134613037109|alpha_block=1.234011173248291|alpha_wait_spillover=0.76009434461593628|rho_decay=0.97859871387481689|force_additive=0|enable_dual_channel=1|alpha_cong_commit_progress=1.1893020868301392|alpha_cong_commit_nonprogress=1.1623134613037109|alpha_cong_block=1.234011173248291|alpha_cong_wait_progress=0.74825119972229004|alpha_cong_wait_nonprogress=0.76009434461593628|alpha_flow_commit_progress=1.0405948162078857|alpha_flow_wait_progress=0.69095373153686523|rho_cong_decay=0.97859871387481689|rho_flow_decay=0.99237251281738281|lambda_cong=0.67899215221405029|lambda_flow=0.65198719501495361|min_edge_cost=0.94422459602355957|max_edge_cost=10.741558074951172|goal_projection_mode=flow_shield|flow_shield_beta=0.37041866779327393|max_flow_shield=0.91984021663665771,14650fb0739d0383,1.1893020868301392,1.162313461303711,1.234011173248291,0.74825119972229,0.7600943446159363,1.0405948162078857,0.6909537315368652,0.9785987138748169,0.9923725128173828,0.6789921522140503,0.6519871950149536,0.3704186677932739,0.9198402166366577,0.9442245960235596,10.741558074951172,1,0,0,0,1,0,32,5000,0,2216,69.25,0,31,0,948,0.96875,156.25,0.2,0.2,0.45,False,False,False,False,False,True,True,,,,g559_b5000_i2,5000,5000,5.0,2,,,,,,,,random-8-8-20|32|7195|5000|g559_b5000_i2,True,
g562_cycle3_00000007,g562_cycle3_real_solver_row,True,True,random-8-8-20|32|7195|5000|0|14650fb0739d0383,random-8-8-20|a32|s7195|it0|g562_cycle3_random_8_8_20_a32_s7195_hg559_b5000_i2_b5000,generated_theta::g562_cycle3_a2_s564_73d92b8adaa2,g562_cycle3_a2_s564_73d92b8adaa2,g562_cycle3_a2_s564_73d92b8adaa2,A2_seed564_od_graph_cross_attention_actor,random-8-8-20,random,32,7195,5000,0,True,True,3.87931034483,675,174,0.715633,45,1483,2216,0.551724137931,0.551724137931,False,-0.270114942529,True,5a3219c91903a43a,alpha_commit=1.152449369430542|alpha_block=1.2641646862030029|alpha_wait_spillover=0.75853419303894043|rho_decay=0.97834140062332153|force_additive=0|enable_dual_channel=1|alpha_cong_commit_progress=1.2022397518157959|alpha_cong_commit_nonprogress=1.152449369430542|alpha_cong_block=1.2641646862030029|alpha_cong_wait_progress=0.74543184041976929|alpha_cong_wait_nonprogress=0.75853419303894043|alpha_flow_commit_progress=1.035691499710083|alpha_flow_wait_progress=0.70012938976287842|rho_cong_decay=0.97834140062332153|rho_flow_decay=1|lambda_cong=0.67599999904632568|lambda_flow=0.65134710073471069|min_edge_cost=0.94736695289611816|max_edge_cost=10.733161926269531|goal_projection_mode=flow_shield|flow_shield_beta=0.36510553956031799|max_flow_shield=0.9141843318939209,14650fb0739d0383,1.202239751815796,1.152449369430542,1.264164686203003,0.7454318404197693,0.7585341930389404,1.035691499710083,0.7001293897628784,0.9783414006233215,1.0,0.6759999990463257,0.6513471007347107,0.365105539560318,0.9141843318939209,0.9473669528961182,10.733161926269531,1,0,0,0,1,0,32,5000,0,2216,69.25,0,45,0,1483,1.40625,156.25,0.2,0.2,0.45,False,False,False,False,False,True,True,,,,g559_b5000_i2,5000,5000,5.0,2,,,,,,,,random-8-8-20|32|7195|5000|g559_b5000_i2,True,
g562_cycle3_00000008,g562_cycle3_real_solver_row,True,True,random-8-8-20|32|7195|5000|0|14650fb0739d0383,random-8-8-20|a32|s7195|it0|g562_cycle3_random_8_8_20_a32_s7195_hg559_b5000_i2_b5000,generated_theta::g562_cycle3_a4_s562_59de5f1fdd05,g562_cycle3_a4_s562_59de5f1fdd05,g562_cycle3_a4_s562_59de5f1fdd05,A4_seed562_field_group_trust_safe_subspace_actor,random-8-8-20,random,32,7195,5000,0,True,True,3.05747126437,532,174,0.552262,29,921,2216,-0.270114942529,-0.270114942529,False,-0.270114942529,True,c6699852fe67c67,alpha_commit=1.1528129577636719|alpha_block=1.2427324056625366|alpha_wait_spillover=0.74460411071777344|rho_decay=0.97609174251556396|force_additive=0|enable_dual_channel=1|alpha_cong_commit_progress=1.2437705993652344|alpha_cong_commit_nonprogress=1.1528129577636719|alpha_cong_block=1.2427324056625366|alpha_cong_wait_progress=0.74614578485488892|alpha_cong_wait_nonprogress=0.74460411071777344|alpha_flow_commit_progress=1.0404983758926392|alpha_flow_wait_progress=0.693398118019104|rho_cong_decay=0.97609174251556396|rho_flow_decay=0.99615591764450073|lambda_cong=0.68805855512619019|lambda_flow=0.65585476160049438|min_edge_cost=1|max_edge_cost=10.824424743652344|goal_projection_mode=flow_shield|flow_shield_beta=0.34174343943595886|max_flow_shield=0.86874383687973022,14650fb0739d0383,1.2437705993652344,1.1528129577636719,1.2427324056625366,0.7461457848548889,0.7446041107177734,1.0404983758926392,0.693398118019104,0.976091742515564,0.9961559176445007,0.6880585551261902,0.6558547616004944,0.34174343943595886,0.8687438368797302,1.0,10.824424743652344,1,0,0,0,1,0,32,5000,0,2216,69.25,0,29,0,921,0.90625,156.25,0.2,0.2,0.45,False,False,False,False,False,True,True,,,,g559_b5000_i2,5000,5000,5.0,2,,,,,,,,random-8-8-20|32|7195|5000|g559_b5000_i2,True,
g562_cycle3_00000009,g562_cycle3_real_solver_row,True,True,random-8-8-20|32|7195|5000|0|14650fb0739d0383,random-8-8-20|a32|s7195|it0|g562_cycle3_random_8_8_20_a32_s7195_hg559_b5000_i2_b5000,generated_theta::g562_cycle3_a4_s563_a7df0206684b,g562_cycle3_a4_s563_a7df0206684b,g562_cycle3_a4_s563_a7df0206684b,A4_seed563_field_group_trust_safe_subspace_actor,random-8-8-20,random,32,7195,5000,0,True,True,3.05747126437,532,174,0.597741,29,921,2216,-0.270114942529,-0.270114942529,False,-0.270114942529,True,e67ae3fe4f8df602,alpha_commit=1.1433835029602051|alpha_block=1.2295311689376831|alpha_wait_spillover=0.74938100576400757|rho_decay=0.97570651769638062|force_additive=0|enable_dual_channel=1|alpha_cong_commit_progress=1.2324552536010742|alpha_cong_commit_nonprogress=1.1433835029602051|alpha_cong_block=1.2295311689376831|alpha_cong_wait_progress=0.74955785274505615|alpha_cong_wait_nonprogress=0.74938100576400757|alpha_flow_commit_progress=1.0402415990829468|alpha_flow_wait_progress=0.69318413734436035|rho_cong_decay=0.97570651769638062|rho_flow_decay=0.99577069282531738|lambda_cong=0.68348795175552368|lambda_flow=0.64899885654449463|min_edge_cost=1|max_edge_cost=10.867149353027344|goal_projection_mode=flow_shield|flow_shield_beta=0.35028854012489319|max_flow_shield=0.88209551572799683,14650fb0739d0383,1.2324552536010742,1.143383502960205,1.229531168937683,0.7495578527450562,0.7493810057640076,1.0402415990829468,0.6931841373443604,0.9757065176963806,0.9957706928253174,0.6834879517555237,0.6489988565444946,0.3502885401248932,0.8820955157279968,1.0,10.867149353027344,1,0,0,0,1,0,32,5000,0,2216,69.25,0,29,0,921,0.90625,156.25,0.2,0.2,0.45,False,False,False,False,False,True,True,,,,g559_b5000_i2,5000,5000,5.0,2,,,,,,,,random-8-8-20|32|7195|5000|g559_b5000_i2,True,
