aaai_ready,agents,candidate_id,candidate_recognized,context_id,delta_vs_additive_in_same_context,delta_vs_static_in_same_context,forbidden_feature_audit_passed,is_best_candidate_in_context,iteration,map,method,normalized_context_key,oracle_gap_vs_static,phase5p5_allowed,phase6_allowed,probe_expanded_nodes,probe_feasible,probe_low_level_pibt_calls,probe_lower_bound,probe_runtime_ms,probe_solution_found,probe_sum_of_loss,probe_sum_of_loss_ratio,resolved_candidate_id,scen,schema_version,seed,short_budget_ms,trace_event_count,traffic_before_hash_full,updateparams_fingerprint,updateparams_hash
False,50,additive_ltm,True,random-32-32-20|a50|s146|it0|repair5g510_budget_1000ms_static_context,0,0.157740993184,True,False,0,random-32-32-20,repair5g510_budget_1000ms_static_context,random-32-32-20|a50|s146|it0|14650fb0739d0383,-0.031158714703,False,False,58,True,2899,1027,211.8194,True,1356,1.32035053554,additive_ltm,random-32-32-20-random-146.scen,phase5p5_repair5g54_counterfactual_update_probe_v1,146,1000,2640,14650fb0739d0383,alpha_commit=1|alpha_block=1|alpha_wait_spillover=1|rho_decay=1|force_additive=1|enable_dual_channel=0|alpha_cong_commit_progress=0|alpha_cong_commit_nonprogress=1|alpha_cong_block=1|alpha_cong_wait_progress=1|alpha_cong_wait_nonprogress=1|alpha_flow_commit_progress=0|alpha_flow_wait_progress=0|rho_cong_decay=1|rho_flow_decay=1|lambda_cong=1|lambda_flow=0|min_edge_cost=0.25|max_edge_cost=11|goal_projection_mode=none|flow_shield_beta=0|max_flow_shield=0,35049bacad216c02
False,50,repair5g2_best_frozen_static_candidate,True,random-32-32-20|a50|s146|it0|repair5g510_budget_1000ms_static_context,-0.157740993184,0,True,False,0,random-32-32-20,repair5g510_budget_1000ms_static_context,random-32-32-20|a50|s146|it0|14650fb0739d0383,-0.031158714703,False,False,52,True,2550,1027,283.2398,True,1194,1.16260954236,repair5g1_shield_c125_b125_w075_d095_beta0p35_max0p75,random-32-32-20-random-146.scen,phase5p5_repair5g54_counterfactual_update_probe_v1,146,1000,2640,14650fb0739d0383,alpha_commit=1.25|alpha_block=1.25|alpha_wait_spillover=0.75|rho_decay=0.94999999999999996|force_additive=0|enable_dual_channel=1|alpha_cong_commit_progress=1.25|alpha_cong_commit_nonprogress=1.25|alpha_cong_block=1.25|alpha_cong_wait_progress=0.75|alpha_cong_wait_nonprogress=0.75|alpha_flow_commit_progress=1|alpha_flow_wait_progress=0|rho_cong_decay=0.94999999999999996|rho_flow_decay=1|lambda_cong=1|lambda_flow=0|min_edge_cost=1|max_edge_cost=11|goal_projection_mode=flow_shield|flow_shield_beta=0.34999999999999998|max_flow_shield=0.75,29737bed70c56f0d
False,50,repair5g59_static_flow_shield,True,random-32-32-20|a50|s146|it0|repair5g510_budget_1000ms_static_context,-0.157740993184,0,True,False,0,random-32-32-20,repair5g510_budget_1000ms_static_context,random-32-32-20|a50|s146|it0|14650fb0739d0383,-0.031158714703,False,False,52,True,2550,1027,255.6048,True,1194,1.16260954236,repair5g59_static_flow_shield,random-32-32-20-random-146.scen,phase5p5_repair5g54_counterfactual_update_probe_v1,146,1000,2640,14650fb0739d0383,alpha_commit=1.25|alpha_block=1.25|alpha_wait_spillover=0.75|rho_decay=0.94999999999999996|force_additive=0|enable_dual_channel=1|alpha_cong_commit_progress=1.25|alpha_cong_commit_nonprogress=1.25|alpha_cong_block=1.25|alpha_cong_wait_progress=0.75|alpha_cong_wait_nonprogress=0.75|alpha_flow_commit_progress=1|alpha_flow_wait_progress=0|rho_cong_decay=0.94999999999999996|rho_flow_decay=1|lambda_cong=1|lambda_flow=0|min_edge_cost=1|max_edge_cost=11|goal_projection_mode=flow_shield|flow_shield_beta=0.34999999999999998|max_flow_shield=0.75,29737bed70c56f0d
False,50,repair5g59_additive_fallback,True,random-32-32-20|a50|s146|it0|repair5g510_budget_1000ms_static_context,0,0.157740993184,True,False,0,random-32-32-20,repair5g510_budget_1000ms_static_context,random-32-32-20|a50|s146|it0|14650fb0739d0383,-0.031158714703,False,False,58,True,2899,1027,169.987,True,1356,1.32035053554,repair5g59_additive_fallback,random-32-32-20-random-146.scen,phase5p5_repair5g54_counterfactual_update_probe_v1,146,1000,2640,14650fb0739d0383,alpha_commit=1|alpha_block=1|alpha_wait_spillover=1|rho_decay=1|force_additive=1|enable_dual_channel=0|alpha_cong_commit_progress=0|alpha_cong_commit_nonprogress=1|alpha_cong_block=1|alpha_cong_wait_progress=1|alpha_cong_wait_nonprogress=1|alpha_flow_commit_progress=0|alpha_flow_wait_progress=0|rho_cong_decay=1|rho_flow_decay=1|lambda_cong=1|lambda_flow=0|min_edge_cost=0.25|max_edge_cost=11|goal_projection_mode=none|flow_shield_beta=0|max_flow_shield=0,35049bacad216c02
False,50,repair5g59_c_only_f_disabled,True,random-32-32-20|a50|s146|it0|repair5g510_budget_1000ms_static_context,-0.00486854917235,0.152872444012,True,False,0,random-32-32-20,repair5g510_budget_1000ms_static_context,random-32-32-20|a50|s146|it0|14650fb0739d0383,-0.031158714703,False,False,59,True,3047,1027,225.1074,True,1351,1.31548198637,repair5g59_c_only_f_disabled,random-32-32-20-random-146.scen,phase5p5_repair5g54_counterfactual_update_probe_v1,146,1000,2640,14650fb0739d0383,alpha_commit=1.25|alpha_block=1.25|alpha_wait_spillover=0.75|rho_decay=0.94999999999999996|force_additive=0|enable_dual_channel=1|alpha_cong_commit_progress=1.25|alpha_cong_commit_nonprogress=1.25|alpha_cong_block=1.25|alpha_cong_wait_progress=0.75|alpha_cong_wait_nonprogress=0.75|alpha_flow_commit_progress=0|alpha_flow_wait_progress=0|rho_cong_decay=0.94999999999999996|rho_flow_decay=1|lambda_cong=1|lambda_flow=0|min_edge_cost=0.25|max_edge_cost=11|goal_projection_mode=none|flow_shield_beta=0|max_flow_shield=0,6cf6b157bee71acd
False,50,repair5g59_light_cong_light_flow,True,random-32-32-20|a50|s146|it0|repair5g510_budget_1000ms_static_context,-0.107108081792,0.0506329113924,True,False,0,random-32-32-20,repair5g510_budget_1000ms_static_context,random-32-32-20|a50|s146|it0|14650fb0739d0383,-0.031158714703,False,False,54,True,2650,1027,254.037,True,1246,1.21324245375,repair5g59_light_cong_light_flow,random-32-32-20-random-146.scen,phase5p5_repair5g54_counterfactual_update_probe_v1,146,1000,2640,14650fb0739d0383,alpha_commit=1|alpha_block=1|alpha_wait_spillover=0.75|rho_decay=0.97999999999999998|force_additive=0|enable_dual_channel=1|alpha_cong_commit_progress=1|alpha_cong_commit_nonprogress=1|alpha_cong_block=1|alpha_cong_wait_progress=0.75|alpha_cong_wait_nonprogress=0.75|alpha_flow_commit_progress=0.75|alpha_flow_wait_progress=0|rho_cong_decay=0.97999999999999998|rho_flow_decay=1|lambda_cong=1|lambda_flow=0|min_edge_cost=1|max_edge_cost=11|goal_projection_mode=flow_shield|flow_shield_beta=0.25|max_flow_shield=0.5,15be9d4820cb1154
False,50,repair5g59_block_heavy_flow_guard,True,random-32-32-20|a50|s146|it0|repair5g510_budget_1000ms_static_context,-0.176241480039,-0.0185004868549,True,False,0,random-32-32-20,repair5g510_budget_1000ms_static_context,random-32-32-20|a50|s146|it0|14650fb0739d0383,-0.031158714703,False,False,50,True,2450,1027,248.457,True,1175,1.1441090555,repair5g59_block_heavy_flow_guard,random-32-32-20-random-146.scen,phase5p5_repair5g54_counterfactual_update_probe_v1,146,1000,2640,14650fb0739d0383,alpha_commit=1|alpha_block=1.5|alpha_wait_spillover=0.5|rho_decay=0.94999999999999996|force_additive=0|enable_dual_channel=1|alpha_cong_commit_progress=1|alpha_cong_commit_nonprogress=1|alpha_cong_block=1.5|alpha_cong_wait_progress=0.5|alpha_cong_wait_nonprogress=0.5|alpha_flow_commit_progress=1|alpha_flow_wait_progress=0|rho_cong_decay=0.94999999999999996|rho_flow_decay=1|lambda_cong=1|lambda_flow=0|min_edge_cost=1|max_edge_cost=11|goal_projection_mode=flow_shield|flow_shield_beta=0.34999999999999998|max_flow_shield=0.75,bb2a55cecde4524d
False,50,repair5g59_commit_heavy_flow_guard,True,random-32-32-20|a50|s146|it0|repair5g510_budget_1000ms_static_context,-0.175267770204,-0.0175267770204,True,False,0,random-32-32-20,repair5g510_budget_1000ms_static_context,random-32-32-20|a50|s146|it0|14650fb0739d0383,-0.031158714703,False,False,54,True,2650,1027,254.2844,True,1176,1.14508276534,repair5g59_commit_heavy_flow_guard,random-32-32-20-random-146.scen,phase5p5_repair5g54_counterfactual_update_probe_v1,146,1000,2640,14650fb0739d0383,alpha_commit=1.5|alpha_block=1|alpha_wait_spillover=0.75|rho_decay=0.94999999999999996|force_additive=0|enable_dual_channel=1|alpha_cong_commit_progress=1.5|alpha_cong_commit_nonprogress=1.5|alpha_cong_block=1|alpha_cong_wait_progress=0.75|alpha_cong_wait_nonprogress=0.75|alpha_flow_commit_progress=1|alpha_flow_wait_progress=0|rho_cong_decay=0.94999999999999996|rho_flow_decay=1|lambda_cong=1|lambda_flow=0|min_edge_cost=1|max_edge_cost=11|goal_projection_mode=flow_shield|flow_shield_beta=0.34999999999999998|max_flow_shield=0.75,3cd172c18b79c21
False,50,repair5g59_slow_decay_high_shield,True,random-32-32-20|a50|s146|it0|repair5g510_budget_1000ms_static_context,-0.171372930867,-0.0136319376826,True,False,0,random-32-32-20,repair5g510_budget_1000ms_static_context,random-32-32-20|a50|s146|it0|14650fb0739d0383,-0.031158714703,False,False,55,True,2945,1027,303.486,True,1180,1.14897760467,repair5g59_slow_decay_high_shield,random-32-32-20-random-146.scen,phase5p5_repair5g54_counterfactual_update_probe_v1,146,1000,2640,14650fb0739d0383,alpha_commit=1.25|alpha_block=1.25|alpha_wait_spillover=0.75|rho_decay=0.97999999999999998|force_additive=0|enable_dual_channel=1|alpha_cong_commit_progress=1.25|alpha_cong_commit_nonprogress=1.25|alpha_cong_block=1.25|alpha_cong_wait_progress=0.75|alpha_cong_wait_nonprogress=0.75|alpha_flow_commit_progress=1|alpha_flow_wait_progress=0|rho_cong_decay=0.97999999999999998|rho_flow_decay=1|lambda_cong=1|lambda_flow=0|min_edge_cost=1|max_edge_cost=11|goal_projection_mode=flow_shield|flow_shield_beta=0.5|max_flow_shield=1,15da3e1ec294f75e
False,50,repair5g59_fast_decay_low_shield,True,random-32-32-20|a50|s146|it0|repair5g510_budget_1000ms_static_context,-0.115871470302,0.0418695228822,True,False,0,random-32-32-20,repair5g510_budget_1000ms_static_context,random-32-32-20|a50|s146|it0|14650fb0739d0383,-0.031158714703,False,False,56,True,2946,1027,349.252,True,1237,1.20447906524,repair5g59_fast_decay_low_shield,random-32-32-20-random-146.scen,phase5p5_repair5g54_counterfactual_update_probe_v1,146,1000,2640,14650fb0739d0383,alpha_commit=1.25|alpha_block=1.25|alpha_wait_spillover=0.75|rho_decay=0.90000000000000002|force_additive=0|enable_dual_channel=1|alpha_cong_commit_progress=1.25|alpha_cong_commit_nonprogress=1.25|alpha_cong_block=1.25|alpha_cong_wait_progress=0.75|alpha_cong_wait_nonprogress=0.75|alpha_flow_commit_progress=1|alpha_flow_wait_progress=0|rho_cong_decay=0.90000000000000002|rho_flow_decay=1|lambda_cong=1|lambda_flow=0|min_edge_cost=1|max_edge_cost=11|goal_projection_mode=flow_shield|flow_shield_beta=0.20000000000000001|max_flow_shield=0.5,3f2416d2709cdc46
