plan_row_id,context_key,map,map_family,agents,seed,budget_ms,risk_stage,ltm_max_iterations,role,candidate_id,method,context_source,execution_mode,phase5p5_allowed,phase6_allowed,runtime_claim_allowed,learned_runtime_policy_validated,aaai_ready
g539_probe_plan_0000084,maze-32-32-4|100|486|500,maze-32-32-4,maze,100,486,500,run_level_schedule,2,additive_ltm,repair5g59_additive_fallback,repair5g59_additive_fallback,optimizer_train_dev_seed_486_565,real_solver_execution_required,False,False,False,False,False
g539_probe_plan_0000085,maze-32-32-4|100|486|500,maze-32-32-4,maze,100,486,500,run_level_schedule,2,static_flow_shield,repair5g59_static_flow_shield,repair5g59_static_flow_shield,optimizer_train_dev_seed_486_565,real_solver_execution_required,False,False,False,False,False
g539_probe_plan_0000086,maze-32-32-4|100|486|500,maze-32-32-4,maze,100,486,500,run_level_schedule,2,best_fixed_static_goal_aware,repair5g59_high_beta_cap_safe,repair5g59_high_beta_cap_safe,optimizer_train_dev_seed_486_565,real_solver_execution_required,False,False,False,False,False
g539_probe_plan_0000087,maze-32-32-4|100|486|500,maze-32-32-4,maze,100,486,500,run_level_schedule,2,frozen_family_static_goal_aware,repair5g59_low_beta_high_cap,repair5g59_low_beta_high_cap,optimizer_train_dev_seed_486_565,real_solver_execution_required,False,False,False,False,False
g539_probe_plan_0000088,maze-32-32-4|100|486|500,maze-32-32-4,maze,100,486,500,run_level_schedule,2,param::repair5g539_s1_000,repair5g539_s1_000,repair5g518_grid_c1p1_b1p25_f0p75_w0p65_dc0p95_df0p95_beta0p25_max1p25_c0,optimizer_train_dev_seed_486_565,real_solver_execution_required,False,False,False,False,False
g539_probe_plan_0000089,maze-32-32-4|100|486|500,maze-32-32-4,maze,100,486,500,run_level_schedule,2,param::repair5g539_s1_001,repair5g539_s1_001,repair5g518_grid_c1p00_b1p25_f0p5_w0p75_dc0p98_df0p98_beta0p15_max0p75_c0,optimizer_train_dev_seed_486_565,real_solver_execution_required,False,False,False,False,False
g539_probe_plan_0000090,maze-32-32-4|100|486|500,maze-32-32-4,maze,100,486,500,run_level_schedule,2,param::repair5g539_s1_002,repair5g539_s1_002,repair5g518_grid_c1p4_b1p25_f1p25_w0p25_dc1p00_df1p00_beta0p45_max0p4_c0,optimizer_train_dev_seed_486_565,real_solver_execution_required,False,False,False,False,False
g539_probe_plan_0000091,maze-32-32-4|100|486|500,maze-32-32-4,maze,100,486,500,run_level_schedule,2,param::repair5g539_s1_003,repair5g539_s1_003,repair5g518_grid_c1p25_b1p25_f1p00_w0p35_dc0p95_df0p9_beta0p3_max1p00_c0,optimizer_train_dev_seed_486_565,real_solver_execution_required,False,False,False,False,False
g539_probe_plan_0000092,maze-32-32-4|100|486|500,maze-32-32-4,maze,100,486,500,run_level_schedule,2,param::repair5g539_s2_080,repair5g539_s2_080,repair5g518_grid_c1p00_b1p25_f1p00_w0p65_dc0p95_df0p98_beta0p25_max0p75_c0,optimizer_train_dev_seed_486_565,real_solver_execution_required,False,False,False,False,False
g539_probe_plan_0000093,maze-32-32-4|100|486|500,maze-32-32-4,maze,100,486,500,run_level_schedule,2,param::repair5g539_s2_081,repair5g539_s2_081,repair5g518_grid_c1p1_b1p25_f1p00_w0p65_dc0p95_df0p98_beta0p3_max0p75_c0,optimizer_train_dev_seed_486_565,real_solver_execution_required,False,False,False,False,False
g539_probe_plan_0000094,maze-32-32-4|100|486|500,maze-32-32-4,maze,100,486,500,run_level_schedule,2,param::repair5g539_s3_112,repair5g539_s3_112,repair5g518_grid_c1p4_b1p6_f1p25_w0p75_dc1p00_df1p00_beta0p6_max1p25_c0,optimizer_train_dev_seed_486_565,real_solver_execution_required,False,False,False,False,False
g539_probe_plan_0000095,maze-32-32-4|100|486|500,maze-32-32-4,maze,100,486,500,run_level_schedule,2,param::repair5g539_s3_113,repair5g539_s3_113,repair5g518_grid_c1p00_b1p00_f0p5_w0p25_dc0p98_df0p9_beta0p15_max0p4_c0,optimizer_train_dev_seed_486_565,real_solver_execution_required,False,False,False,False,False
