lattice_variant,policy_key,map_family,map,agents,budget_ms,iteration_bucket,selected_baseline_role,selected_candidate,selection_basis,phase5p5_allowed,phase6_allowed,runtime_claim_allowed,learned_runtime_policy_validated,aaai_ready
S2_g542_static_ladder_reproduced,random|100|2000|final,random,random-32-32-20,100,2000,final,additive_ltm,repair5g59_additive_fallback,historical_pre_g543_static_rows_zero_regression_first,False,False,False,False,False
S2_g542_static_ladder_reproduced,warehouse|50|500|final,warehouse,warehouse-10-20-10-2-1,50,500,final,additive_ltm,repair5g59_additive_fallback,historical_pre_g543_static_rows_zero_regression_first,False,False,False,False,False
S2_g542_static_ladder_reproduced,warehouse|50|1000|final,warehouse,warehouse-10-20-10-2-1,50,1000,final,additive_ltm,repair5g59_additive_fallback,historical_pre_g543_static_rows_zero_regression_first,False,False,False,False,False
S2_g542_static_ladder_reproduced,warehouse|50|2000|final,warehouse,warehouse-10-20-10-2-1,50,2000,final,additive_ltm,repair5g59_additive_fallback,historical_pre_g543_static_rows_zero_regression_first,False,False,False,False,False
S2_g542_static_ladder_reproduced,warehouse|100|500|final,warehouse,warehouse-10-20-10-2-1,100,500,final,additive_ltm,repair5g59_additive_fallback,historical_pre_g543_static_rows_zero_regression_first,False,False,False,False,False
S2_g542_static_ladder_reproduced,warehouse|100|1000|final,warehouse,warehouse-10-20-10-2-1,100,1000,final,additive_ltm,repair5g59_additive_fallback,historical_pre_g543_static_rows_zero_regression_first,False,False,False,False,False
S2_g542_static_ladder_reproduced,warehouse|100|2000|final,warehouse,warehouse-10-20-10-2-1,100,2000,final,additive_ltm,repair5g59_additive_fallback,historical_pre_g543_static_rows_zero_regression_first,False,False,False,False,False
S3_family_static_with_staticflow_veto,maze|50|500|final,maze,maze-32-32-4,50,500,final,frozen_family_static_goal_aware,repair5g59_low_beta_high_cap,historical_pre_g543_static_rows_zero_regression_first,False,False,False,False,False
S3_family_static_with_staticflow_veto,maze|50|1000|final,maze,maze-32-32-4,50,1000,final,frozen_family_static_goal_aware,repair5g59_low_beta_high_cap,historical_pre_g543_static_rows_zero_regression_first,False,False,False,False,False
S3_family_static_with_staticflow_veto,maze|50|2000|final,maze,maze-32-32-4,50,2000,final,frozen_family_static_goal_aware,repair5g59_low_beta_high_cap,historical_pre_g543_static_rows_zero_regression_first,False,False,False,False,False
S3_family_static_with_staticflow_veto,maze|100|500|final,maze,maze-32-32-4,100,500,final,frozen_family_static_goal_aware,repair5g59_low_beta_high_cap,historical_pre_g543_static_rows_zero_regression_first,False,False,False,False,False
S3_family_static_with_staticflow_veto,maze|100|1000|final,maze,maze-32-32-4,100,1000,final,frozen_family_static_goal_aware,repair5g59_low_beta_high_cap,historical_pre_g543_static_rows_zero_regression_first,False,False,False,False,False
S3_family_static_with_staticflow_veto,maze|100|2000|final,maze,maze-32-32-4,100,2000,final,frozen_family_static_goal_aware,repair5g59_low_beta_high_cap,historical_pre_g543_static_rows_zero_regression_first,False,False,False,False,False
S3_family_static_with_staticflow_veto,random|50|500|final,random,random-32-32-20,50,500,final,frozen_family_static_goal_aware,repair5g59_wait_aggressive,historical_pre_g543_static_rows_zero_regression_first,False,False,False,False,False
S3_family_static_with_staticflow_veto,random|50|1000|final,random,random-32-32-20,50,1000,final,frozen_family_static_goal_aware,repair5g59_wait_aggressive,historical_pre_g543_static_rows_zero_regression_first,False,False,False,False,False
S3_family_static_with_staticflow_veto,random|50|2000|final,random,random-32-32-20,50,2000,final,frozen_family_static_goal_aware,repair5g59_wait_aggressive,historical_pre_g543_static_rows_zero_regression_first,False,False,False,False,False
S3_family_static_with_staticflow_veto,random|100|500|final,random,random-32-32-20,100,500,final,static_flow_shield,repair5g59_static_flow_shield,historical_pre_g543_static_rows_zero_regression_first,False,False,False,False,False
S3_family_static_with_staticflow_veto,random|100|1000|final,random,random-32-32-20,100,1000,final,frozen_family_static_goal_aware,repair5g59_wait_aggressive,historical_pre_g543_static_rows_zero_regression_first,False,False,False,False,False
S3_family_static_with_staticflow_veto,random|100|2000|final,random,random-32-32-20,100,2000,final,frozen_family_static_goal_aware,repair5g59_wait_aggressive,historical_pre_g543_static_rows_zero_regression_first,False,False,False,False,False
S3_family_static_with_staticflow_veto,warehouse|50|500|final,warehouse,warehouse-10-20-10-2-1,50,500,final,frozen_family_static_goal_aware,repair5g59_additive_fallback,historical_pre_g543_static_rows_zero_regression_first,False,False,False,False,False
S3_family_static_with_staticflow_veto,warehouse|50|1000|final,warehouse,warehouse-10-20-10-2-1,50,1000,final,frozen_family_static_goal_aware,repair5g59_additive_fallback,historical_pre_g543_static_rows_zero_regression_first,False,False,False,False,False
S3_family_static_with_staticflow_veto,warehouse|50|2000|final,warehouse,warehouse-10-20-10-2-1,50,2000,final,static_flow_shield,repair5g59_static_flow_shield,historical_pre_g543_static_rows_zero_regression_first,False,False,False,False,False
S3_family_static_with_staticflow_veto,warehouse|100|500|final,warehouse,warehouse-10-20-10-2-1,100,500,final,frozen_family_static_goal_aware,repair5g59_additive_fallback,historical_pre_g543_static_rows_zero_regression_first,False,False,False,False,False
S3_family_static_with_staticflow_veto,warehouse|100|1000|final,warehouse,warehouse-10-20-10-2-1,100,1000,final,frozen_family_static_goal_aware,repair5g59_additive_fallback,historical_pre_g543_static_rows_zero_regression_first,False,False,False,False,False
S3_family_static_with_staticflow_veto,warehouse|100|2000|final,warehouse,warehouse-10-20-10-2-1,100,2000,final,frozen_family_static_goal_aware,repair5g59_additive_fallback,historical_pre_g543_static_rows_zero_regression_first,False,False,False,False,False
S4_staticflow_with_family_static_veto,maze|50|500|final,maze,maze-32-32-4,50,500,final,frozen_family_static_goal_aware,repair5g59_low_beta_high_cap,historical_pre_g543_static_rows_zero_regression_first,False,False,False,False,False
S4_staticflow_with_family_static_veto,maze|50|1000|final,maze,maze-32-32-4,50,1000,final,static_flow_shield,repair5g59_static_flow_shield,historical_pre_g543_static_rows_zero_regression_first,False,False,False,False,False
S4_staticflow_with_family_static_veto,maze|50|2000|final,maze,maze-32-32-4,50,2000,final,static_flow_shield,repair5g59_static_flow_shield,historical_pre_g543_static_rows_zero_regression_first,False,False,False,False,False
S4_staticflow_with_family_static_veto,maze|100|500|final,maze,maze-32-32-4,100,500,final,static_flow_shield,repair5g59_static_flow_shield,historical_pre_g543_static_rows_zero_regression_first,False,False,False,False,False
S4_staticflow_with_family_static_veto,maze|100|1000|final,maze,maze-32-32-4,100,1000,final,static_flow_shield,repair5g59_static_flow_shield,historical_pre_g543_static_rows_zero_regression_first,False,False,False,False,False
S4_staticflow_with_family_static_veto,maze|100|2000|final,maze,maze-32-32-4,100,2000,final,static_flow_shield,repair5g59_static_flow_shield,historical_pre_g543_static_rows_zero_regression_first,False,False,False,False,False
S4_staticflow_with_family_static_veto,random|50|500|final,random,random-32-32-20,50,500,final,static_flow_shield,repair5g59_static_flow_shield,historical_pre_g543_static_rows_zero_regression_first,False,False,False,False,False
S4_staticflow_with_family_static_veto,random|50|1000|final,random,random-32-32-20,50,1000,final,static_flow_shield,repair5g59_static_flow_shield,historical_pre_g543_static_rows_zero_regression_first,False,False,False,False,False
S4_staticflow_with_family_static_veto,random|50|2000|final,random,random-32-32-20,50,2000,final,static_flow_shield,repair5g59_static_flow_shield,historical_pre_g543_static_rows_zero_regression_first,False,False,False,False,False
S4_staticflow_with_family_static_veto,random|100|500|final,random,random-32-32-20,100,500,final,frozen_family_static_goal_aware,repair5g59_wait_aggressive,historical_pre_g543_static_rows_zero_regression_first,False,False,False,False,False
S4_staticflow_with_family_static_veto,random|100|1000|final,random,random-32-32-20,100,1000,final,static_flow_shield,repair5g59_static_flow_shield,historical_pre_g543_static_rows_zero_regression_first,False,False,False,False,False
S4_staticflow_with_family_static_veto,random|100|2000|final,random,random-32-32-20,100,2000,final,static_flow_shield,repair5g59_static_flow_shield,historical_pre_g543_static_rows_zero_regression_first,False,False,False,False,False
S4_staticflow_with_family_static_veto,warehouse|50|500|final,warehouse,warehouse-10-20-10-2-1,50,500,final,static_flow_shield,repair5g59_static_flow_shield,historical_pre_g543_static_rows_zero_regression_first,False,False,False,False,False
S4_staticflow_with_family_static_veto,warehouse|50|1000|final,warehouse,warehouse-10-20-10-2-1,50,1000,final,static_flow_shield,repair5g59_static_flow_shield,historical_pre_g543_static_rows_zero_regression_first,False,False,False,False,False
S4_staticflow_with_family_static_veto,warehouse|50|2000|final,warehouse,warehouse-10-20-10-2-1,50,2000,final,frozen_family_static_goal_aware,repair5g59_additive_fallback,historical_pre_g543_static_rows_zero_regression_first,False,False,False,False,False
S4_staticflow_with_family_static_veto,warehouse|100|500|final,warehouse,warehouse-10-20-10-2-1,100,500,final,static_flow_shield,repair5g59_static_flow_shield,historical_pre_g543_static_rows_zero_regression_first,False,False,False,False,False
S4_staticflow_with_family_static_veto,warehouse|100|1000|final,warehouse,warehouse-10-20-10-2-1,100,1000,final,static_flow_shield,repair5g59_static_flow_shield,historical_pre_g543_static_rows_zero_regression_first,False,False,False,False,False
S4_staticflow_with_family_static_veto,warehouse|100|2000|final,warehouse,warehouse-10-20-10-2-1,100,2000,final,static_flow_shield,repair5g59_static_flow_shield,historical_pre_g543_static_rows_zero_regression_first,False,False,False,False,False
S5_additive_family_static_safe_mix,maze|50|500|final,maze,maze-32-32-4,50,500,final,additive_ltm,repair5g59_additive_fallback,historical_pre_g543_static_rows_zero_regression_first,False,False,False,False,False
S5_additive_family_static_safe_mix,maze|50|1000|final,maze,maze-32-32-4,50,1000,final,best_fixed_static_goal_aware,repair5g59_high_beta_cap_safe,historical_pre_g543_static_rows_zero_regression_first,False,False,False,False,False
S5_additive_family_static_safe_mix,maze|50|2000|final,maze,maze-32-32-4,50,2000,final,frozen_family_static_goal_aware,repair5g59_low_beta_high_cap,historical_pre_g543_static_rows_zero_regression_first,False,False,False,False,False
S5_additive_family_static_safe_mix,maze|100|500|final,maze,maze-32-32-4,100,500,final,additive_ltm,repair5g59_additive_fallback,historical_pre_g543_static_rows_zero_regression_first,False,False,False,False,False
S5_additive_family_static_safe_mix,maze|100|1000|final,maze,maze-32-32-4,100,1000,final,additive_ltm,repair5g59_additive_fallback,historical_pre_g543_static_rows_zero_regression_first,False,False,False,False,False
S5_additive_family_static_safe_mix,maze|100|2000|final,maze,maze-32-32-4,100,2000,final,best_fixed_static_goal_aware,repair5g59_high_beta_cap_safe,historical_pre_g543_static_rows_zero_regression_first,False,False,False,False,False
S5_additive_family_static_safe_mix,random|50|500|final,random,random-32-32-20,50,500,final,additive_ltm,repair5g59_additive_fallback,historical_pre_g543_static_rows_zero_regression_first,False,False,False,False,False
S5_additive_family_static_safe_mix,random|50|1000|final,random,random-32-32-20,50,1000,final,additive_ltm,repair5g59_additive_fallback,historical_pre_g543_static_rows_zero_regression_first,False,False,False,False,False
S5_additive_family_static_safe_mix,random|50|2000|final,random,random-32-32-20,50,2000,final,best_fixed_static_goal_aware,repair5g59_high_beta_cap_safe,historical_pre_g543_static_rows_zero_regression_first,False,False,False,False,False
S5_additive_family_static_safe_mix,random|100|500|final,random,random-32-32-20,100,500,final,static_flow_shield,repair5g59_static_flow_shield,historical_pre_g543_static_rows_zero_regression_first,False,False,False,False,False
S5_additive_family_static_safe_mix,random|100|1000|final,random,random-32-32-20,100,1000,final,additive_ltm,repair5g59_additive_fallback,historical_pre_g543_static_rows_zero_regression_first,False,False,False,False,False
S5_additive_family_static_safe_mix,random|100|2000|final,random,random-32-32-20,100,2000,final,additive_ltm,repair5g59_additive_fallback,historical_pre_g543_static_rows_zero_regression_first,False,False,False,False,False
S5_additive_family_static_safe_mix,warehouse|50|500|final,warehouse,warehouse-10-20-10-2-1,50,500,final,additive_ltm,repair5g59_additive_fallback,historical_pre_g543_static_rows_zero_regression_first,False,False,False,False,False
S5_additive_family_static_safe_mix,warehouse|50|1000|final,warehouse,warehouse-10-20-10-2-1,50,1000,final,additive_ltm,repair5g59_additive_fallback,historical_pre_g543_static_rows_zero_regression_first,False,False,False,False,False
S5_additive_family_static_safe_mix,warehouse|50|2000|final,warehouse,warehouse-10-20-10-2-1,50,2000,final,additive_ltm,repair5g59_additive_fallback,historical_pre_g543_static_rows_zero_regression_first,False,False,False,False,False
S5_additive_family_static_safe_mix,warehouse|100|500|final,warehouse,warehouse-10-20-10-2-1,100,500,final,additive_ltm,repair5g59_additive_fallback,historical_pre_g543_static_rows_zero_regression_first,False,False,False,False,False
S5_additive_family_static_safe_mix,warehouse|100|1000|final,warehouse,warehouse-10-20-10-2-1,100,1000,final,additive_ltm,repair5g59_additive_fallback,historical_pre_g543_static_rows_zero_regression_first,False,False,False,False,False
S5_additive_family_static_safe_mix,warehouse|100|2000|final,warehouse,warehouse-10-20-10-2-1,100,2000,final,additive_ltm,repair5g59_additive_fallback,historical_pre_g543_static_rows_zero_regression_first,False,False,False,False,False
S6_tri_baseline_pareto_staticflow_family_additive,maze|50|500|final,maze,maze-32-32-4,50,500,final,additive_ltm,repair5g59_additive_fallback,historical_pre_g543_static_rows_zero_regression_first,False,False,False,False,False
S6_tri_baseline_pareto_staticflow_family_additive,maze|50|1000|final,maze,maze-32-32-4,50,1000,final,best_fixed_static_goal_aware,repair5g59_high_beta_cap_safe,historical_pre_g543_static_rows_zero_regression_first,False,False,False,False,False
S6_tri_baseline_pareto_staticflow_family_additive,maze|50|2000|final,maze,maze-32-32-4,50,2000,final,frozen_family_static_goal_aware,repair5g59_low_beta_high_cap,historical_pre_g543_static_rows_zero_regression_first,False,False,False,False,False
S6_tri_baseline_pareto_staticflow_family_additive,maze|100|500|final,maze,maze-32-32-4,100,500,final,additive_ltm,repair5g59_additive_fallback,historical_pre_g543_static_rows_zero_regression_first,False,False,False,False,False
S6_tri_baseline_pareto_staticflow_family_additive,maze|100|1000|final,maze,maze-32-32-4,100,1000,final,additive_ltm,repair5g59_additive_fallback,historical_pre_g543_static_rows_zero_regression_first,False,False,False,False,False
S6_tri_baseline_pareto_staticflow_family_additive,maze|100|2000|final,maze,maze-32-32-4,100,2000,final,best_fixed_static_goal_aware,repair5g59_high_beta_cap_safe,historical_pre_g543_static_rows_zero_regression_first,False,False,False,False,False
S6_tri_baseline_pareto_staticflow_family_additive,random|50|500|final,random,random-32-32-20,50,500,final,additive_ltm,repair5g59_additive_fallback,historical_pre_g543_static_rows_zero_regression_first,False,False,False,False,False
S6_tri_baseline_pareto_staticflow_family_additive,random|50|1000|final,random,random-32-32-20,50,1000,final,additive_ltm,repair5g59_additive_fallback,historical_pre_g543_static_rows_zero_regression_first,False,False,False,False,False
S6_tri_baseline_pareto_staticflow_family_additive,random|50|2000|final,random,random-32-32-20,50,2000,final,best_fixed_static_goal_aware,repair5g59_high_beta_cap_safe,historical_pre_g543_static_rows_zero_regression_first,False,False,False,False,False
S6_tri_baseline_pareto_staticflow_family_additive,random|100|500|final,random,random-32-32-20,100,500,final,static_flow_shield,repair5g59_static_flow_shield,historical_pre_g543_static_rows_zero_regression_first,False,False,False,False,False
S6_tri_baseline_pareto_staticflow_family_additive,random|100|1000|final,random,random-32-32-20,100,1000,final,additive_ltm,repair5g59_additive_fallback,historical_pre_g543_static_rows_zero_regression_first,False,False,False,False,False
S6_tri_baseline_pareto_staticflow_family_additive,random|100|2000|final,random,random-32-32-20,100,2000,final,additive_ltm,repair5g59_additive_fallback,historical_pre_g543_static_rows_zero_regression_first,False,False,False,False,False
S6_tri_baseline_pareto_staticflow_family_additive,warehouse|50|500|final,warehouse,warehouse-10-20-10-2-1,50,500,final,additive_ltm,repair5g59_additive_fallback,historical_pre_g543_static_rows_zero_regression_first,False,False,False,False,False
S6_tri_baseline_pareto_staticflow_family_additive,warehouse|50|1000|final,warehouse,warehouse-10-20-10-2-1,50,1000,final,additive_ltm,repair5g59_additive_fallback,historical_pre_g543_static_rows_zero_regression_first,False,False,False,False,False
S6_tri_baseline_pareto_staticflow_family_additive,warehouse|50|2000|final,warehouse,warehouse-10-20-10-2-1,50,2000,final,static_flow_shield,repair5g59_static_flow_shield,historical_pre_g543_static_rows_zero_regression_first,False,False,False,False,False
S6_tri_baseline_pareto_staticflow_family_additive,warehouse|100|500|final,warehouse,warehouse-10-20-10-2-1,100,500,final,additive_ltm,repair5g59_additive_fallback,historical_pre_g543_static_rows_zero_regression_first,False,False,False,False,False
S6_tri_baseline_pareto_staticflow_family_additive,warehouse|100|1000|final,warehouse,warehouse-10-20-10-2-1,100,1000,final,additive_ltm,repair5g59_additive_fallback,historical_pre_g543_static_rows_zero_regression_first,False,False,False,False,False
S6_tri_baseline_pareto_staticflow_family_additive,warehouse|100|2000|final,warehouse,warehouse-10-20-10-2-1,100,2000,final,additive_ltm,repair5g59_additive_fallback,historical_pre_g543_static_rows_zero_regression_first,False,False,False,False,False
S7_minimax_success_first_quality_second,maze|50|500|final,maze,maze-32-32-4,50,500,final,additive_ltm,repair5g59_additive_fallback,historical_pre_g543_static_rows_zero_regression_first,False,False,False,False,False
S7_minimax_success_first_quality_second,maze|50|1000|final,maze,maze-32-32-4,50,1000,final,best_fixed_static_goal_aware,repair5g59_high_beta_cap_safe,historical_pre_g543_static_rows_zero_regression_first,False,False,False,False,False
S7_minimax_success_first_quality_second,maze|50|2000|final,maze,maze-32-32-4,50,2000,final,frozen_family_static_goal_aware,repair5g59_low_beta_high_cap,historical_pre_g543_static_rows_zero_regression_first,False,False,False,False,False
S7_minimax_success_first_quality_second,maze|100|500|final,maze,maze-32-32-4,100,500,final,additive_ltm,repair5g59_additive_fallback,historical_pre_g543_static_rows_zero_regression_first,False,False,False,False,False
S7_minimax_success_first_quality_second,maze|100|1000|final,maze,maze-32-32-4,100,1000,final,additive_ltm,repair5g59_additive_fallback,historical_pre_g543_static_rows_zero_regression_first,False,False,False,False,False
S7_minimax_success_first_quality_second,maze|100|2000|final,maze,maze-32-32-4,100,2000,final,best_fixed_static_goal_aware,repair5g59_high_beta_cap_safe,historical_pre_g543_static_rows_zero_regression_first,False,False,False,False,False
S7_minimax_success_first_quality_second,random|50|500|final,random,random-32-32-20,50,500,final,additive_ltm,repair5g59_additive_fallback,historical_pre_g543_static_rows_zero_regression_first,False,False,False,False,False
