phase,context_id,g567_evaluation_uid,variant_id,variant_name,seed,method,model_path,theta_alpha_cong_commit_progress,theta_alpha_cong_commit_nonprogress,theta_alpha_cong_block,theta_alpha_cong_wait_progress,theta_alpha_cong_wait_nonprogress,theta_alpha_flow_commit_progress,theta_alpha_flow_wait_progress,theta_rho_cong_decay,theta_rho_flow_decay,theta_lambda_cong,theta_lambda_flow,theta_flow_shield_beta,theta_max_flow_shield,theta_min_edge_cost,theta_max_edge_cost,theta_goal_projection_mode_flow_shield,theta_goal_projection_mode_agent_progress,theta_goal_projection_mode_none,actor_inference_ms,actor_inference_measurement,actor_inference_total_checkpoint_wall_ms,primary_actor_checkpoint
g568_ltm30_labeltrain1000_existingrow,g567_gate3b_calibration_00175,598862a2ea6b63331ff9c8a37a01fa345f70de8e819242122f4106bbf8d76ea7,A5,hierarchical_od_perceiver_actor,568,g567_A5_phase5p5_repair5g567_a5_hierarchical_od_perceiver_actor_seed568,/root/shared-nvme/g567_gate3b_bounded_2d334c79_tmux_r13_pool20000/models/gcst/phase5p5_repair5g567_a5_hierarchical_od_perceiver_actor_seed568.pt,1.249999761581421,1.1580039262771606,1.249999761581421,0.7500004172325134,0.750000536441803,1.040339708328247,0.6932658553123474,0.9799358248710632,1.0,0.6841548085212708,0.6499991416931152,0.34342825412750244,0.8713763356208801,1.0,10.83284854888916,1,0,0,20.09000121522695,checkpoint_total_wall_ms_divided_by_contexts,20090.00121522695,True
g568_ltm30_labeltrain1000_existingrow,g567_gate3b_calibration_00174,19ee9fa7c5751d2209f28f334f769efb1af27ccd047ffc0caad3775a261b7755,A5,hierarchical_od_perceiver_actor,568,g567_A5_phase5p5_repair5g567_a5_hierarchical_od_perceiver_actor_seed568,/root/shared-nvme/g567_gate3b_bounded_2d334c79_tmux_r13_pool20000/models/gcst/phase5p5_repair5g567_a5_hierarchical_od_perceiver_actor_seed568.pt,1.250001311302185,1.1580052375793457,1.2500015497207642,0.7500004172325134,0.750000536441803,1.040339708328247,0.6932658553123474,0.9799358248710632,1.0,0.6841549873352051,0.6499994397163391,0.34336191415786743,0.8712726831436157,1.0,10.83251667022705,1,0,0,20.09000121522695,checkpoint_total_wall_ms_divided_by_contexts,20090.00121522695,True
g568_ltm30_labeltrain1000_existingrow,g567_gate3b_calibration_00176,b9bd06b446452d3ea90dc83f08a6a781f1fa66472dd4d54aa0841f1f35b2022d,A5,hierarchical_od_perceiver_actor,568,g567_A5_phase5p5_repair5g567_a5_hierarchical_od_perceiver_actor_seed568,/root/shared-nvme/g567_gate3b_bounded_2d334c79_tmux_r13_pool20000/models/gcst/phase5p5_repair5g567_a5_hierarchical_od_perceiver_actor_seed568.pt,1.249998688697815,1.1580030918121338,1.2499984502792358,0.7500003576278687,0.750000536441803,1.040339708328247,0.6932658553123474,0.9799358248710632,1.0,0.6841551661491394,0.6499996781349182,0.3432294726371765,0.8710657358169556,1.0,10.831854820251465,1,0,0,20.09000121522695,checkpoint_total_wall_ms_divided_by_contexts,20090.00121522695,True
g568_ltm30_labeltrain1000_existingrow,g567_gate3b_calibration_00172,b74e4c3ef4e4e8883ec2275125b5314405a164296ac7da35a4b61b36bec3d9c4,A5,hierarchical_od_perceiver_actor,568,g567_A5_phase5p5_repair5g567_a5_hierarchical_od_perceiver_actor_seed568,/root/shared-nvme/g567_gate3b_bounded_2d334c79_tmux_r13_pool20000/models/gcst/phase5p5_repair5g567_a5_hierarchical_od_perceiver_actor_seed568.pt,1.2499990463256836,1.1580034494400024,1.249998927116394,0.7500006556510925,0.7500008940696716,1.040339708328247,0.6932658553123474,0.9799358248710632,1.0,0.6841546893119812,0.6499989628791809,0.34338781237602234,0.8713131546974182,1.0,10.832646369934082,1,0,0,20.09000121522695,checkpoint_total_wall_ms_divided_by_contexts,20090.00121522695,True
g568_ltm30_labeltrain1000_existingrow,g567_gate3b_calibration_00173,420cf897b27c80702f10247a5f882cfc020e6141c3afa7124ab670d8b3b3fcd3,A5,hierarchical_od_perceiver_actor,568,g567_A5_phase5p5_repair5g567_a5_hierarchical_od_perceiver_actor_seed568,/root/shared-nvme/g567_gate3b_bounded_2d334c79_tmux_r13_pool20000/models/gcst/phase5p5_repair5g567_a5_hierarchical_od_perceiver_actor_seed568.pt,1.2499991655349731,1.1580034494400024,1.249998927116394,0.7500005960464478,0.7500007748603821,1.040339708328247,0.6932658553123474,0.9799358248710632,1.0,0.6841545701026917,0.6499988436698914,0.3434411287307739,0.8713964223861694,1.0,10.83291244506836,1,0,0,20.09000121522695,checkpoint_total_wall_ms_divided_by_contexts,20090.00121522695,True
g568_ltm30_labeltrain1000_existingrow,g567_gate3b_calibration_00208,f703b4250dfdffc0facd9ec286cbc2e9f3a5f72f729bd57ba95a8c9570d1bf1e,A5,hierarchical_od_perceiver_actor,568,g567_A5_phase5p5_repair5g567_a5_hierarchical_od_perceiver_actor_seed568,/root/shared-nvme/g567_gate3b_bounded_2d334c79_tmux_r13_pool20000/models/gcst/phase5p5_repair5g567_a5_hierarchical_od_perceiver_actor_seed568.pt,1.250207781791687,1.1581772565841675,1.2502423524856567,0.7499663829803467,0.7499529719352722,1.040339708328247,0.6932658553123474,0.9799358248710632,1.0,0.6841555833816528,0.650000274181366,0.34271249175071716,0.8702579736709595,1.0,10.829269409179688,1,0,0,20.09000121522695,checkpoint_total_wall_ms_divided_by_contexts,20090.00121522695,True
g568_ltm30_labeltrain1000_existingrow,g567_gate3b_calibration_00213,91ad697954e79647f180331b8cc2a579fb70921f621e5a590cde3c81d7409228,A5,hierarchical_od_perceiver_actor,568,g567_A5_phase5p5_repair5g567_a5_hierarchical_od_perceiver_actor_seed568,/root/shared-nvme/g567_gate3b_bounded_2d334c79_tmux_r13_pool20000/models/gcst/phase5p5_repair5g567_a5_hierarchical_od_perceiver_actor_seed568.pt,1.250207781791687,1.1581772565841675,1.2502423524856567,0.7499663829803467,0.7499529719352722,1.040339708328247,0.6932658553123474,0.9799358248710632,1.0,0.6841555833816528,0.650000274181366,0.34271249175071716,0.8702579736709595,1.0,10.829269409179688,1,0,0,20.09000121522695,checkpoint_total_wall_ms_divided_by_contexts,20090.00121522695,True
g568_ltm30_labeltrain1000_existingrow,g567_gate3b_calibration_00210,15f476960e5111d990f10111a374d9a7f96475ed86339f8a018b5ce898e917b2,A5,hierarchical_od_perceiver_actor,568,g567_A5_phase5p5_repair5g567_a5_hierarchical_od_perceiver_actor_seed568,/root/shared-nvme/g567_gate3b_bounded_2d334c79_tmux_r13_pool20000/models/gcst/phase5p5_repair5g567_a5_hierarchical_od_perceiver_actor_seed568.pt,1.2525146007537842,1.160099744796753,1.2529337406158447,0.7495369911193848,0.7493517994880676,1.0403398275375366,0.6932659149169922,0.979935884475708,1.0,0.6841621398925781,0.6500101685523987,0.3436359763145447,0.8717009425163269,1.0,10.833887100219727,1,0,0,20.09000121522695,checkpoint_total_wall_ms_divided_by_contexts,20090.00121522695,True
g568_ltm30_labeltrain1000_existingrow,g567_gate3b_calibration_00209,aab6ec7e6df409d8838e1062fa4954395d9afceae1ccda2b0603da6acd4bcdd4,A5,hierarchical_od_perceiver_actor,568,g567_A5_phase5p5_repair5g567_a5_hierarchical_od_perceiver_actor_seed568,/root/shared-nvme/g567_gate3b_bounded_2d334c79_tmux_r13_pool20000/models/gcst/phase5p5_repair5g567_a5_hierarchical_od_perceiver_actor_seed568.pt,1.250207781791687,1.1581772565841675,1.2502423524856567,0.7499663829803467,0.7499529719352722,1.040339708328247,0.6932658553123474,0.9799358248710632,1.0,0.6841555833816528,0.650000274181366,0.34271249175071716,0.8702579736709595,1.0,10.829269409179688,1,0,0,20.09000121522695,checkpoint_total_wall_ms_divided_by_contexts,20090.00121522695,True
g568_ltm30_labeltrain1000_existingrow,g567_gate3b_calibration_00211,02b92f3c6bf50d769250a64e8c7fd8af6889b367eeb685f9fcf7e0c2dedc3f2a,A5,hierarchical_od_perceiver_actor,568,g567_A5_phase5p5_repair5g567_a5_hierarchical_od_perceiver_actor_seed568,/root/shared-nvme/g567_gate3b_bounded_2d334c79_tmux_r13_pool20000/models/gcst/phase5p5_repair5g567_a5_hierarchical_od_perceiver_actor_seed568.pt,1.250207781791687,1.1581772565841675,1.2502423524856567,0.7499663829803467,0.7499529719352722,1.040339708328247,0.6932658553123474,0.9799358248710632,1.0,0.6841555833816528,0.650000274181366,0.34271249175071716,0.8702579736709595,1.0,10.829269409179688,1,0,0,20.09000121522695,checkpoint_total_wall_ms_divided_by_contexts,20090.00121522695,True
g568_ltm30_labeltrain1000_existingrow,g567_gate3b_calibration_00212,0159472a186e7f48e4a80edaf71338c5f5b1525933e4be49e8d8d0184cb38a46,A5,hierarchical_od_perceiver_actor,568,g567_A5_phase5p5_repair5g567_a5_hierarchical_od_perceiver_actor_seed568,/root/shared-nvme/g567_gate3b_bounded_2d334c79_tmux_r13_pool20000/models/gcst/phase5p5_repair5g567_a5_hierarchical_od_perceiver_actor_seed568.pt,1.2525146007537842,1.160099744796753,1.2529337406158447,0.7495369911193848,0.7493517994880676,1.0403398275375366,0.6932659149169922,0.979935884475708,1.0,0.6841621398925781,0.6500101685523987,0.3436359763145447,0.8717009425163269,1.0,10.833887100219727,1,0,0,20.09000121522695,checkpoint_total_wall_ms_divided_by_contexts,20090.00121522695,True
g568_ltm30_labeltrain1000_existingrow,g567_gate3b_calibration_00214,a0518683c18bb2aca144583a367cc9b2aec4986e5dbd16e95d31687439b44b76,A5,hierarchical_od_perceiver_actor,568,g567_A5_phase5p5_repair5g567_a5_hierarchical_od_perceiver_actor_seed568,/root/shared-nvme/g567_gate3b_bounded_2d334c79_tmux_r13_pool20000/models/gcst/phase5p5_repair5g567_a5_hierarchical_od_perceiver_actor_seed568.pt,1.2525146007537842,1.160099744796753,1.2529337406158447,0.7495369911193848,0.7493517994880676,1.0403398275375366,0.6932659149169922,0.979935884475708,1.0,0.6841621398925781,0.6500101685523987,0.3436359763145447,0.8717009425163269,1.0,10.833887100219727,1,0,0,20.09000121522695,checkpoint_total_wall_ms_divided_by_contexts,20090.00121522695,True
g568_ltm30_labeltrain1000_existingrow,g567_gate3b_calibration_00205,e3a846bea3d70889cd5ba8cea796de226fe80fcb37f09558e9792c36803948b2,A5,hierarchical_od_perceiver_actor,568,g567_A5_phase5p5_repair5g567_a5_hierarchical_od_perceiver_actor_seed568,/root/shared-nvme/g567_gate3b_bounded_2d334c79_tmux_r13_pool20000/models/gcst/phase5p5_repair5g567_a5_hierarchical_od_perceiver_actor_seed568.pt,1.250207781791687,1.1581772565841675,1.2502423524856567,0.7499663829803467,0.7499529719352722,1.040339708328247,0.6932658553123474,0.9799358248710632,1.0,0.6841555833816528,0.650000274181366,0.34271249175071716,0.8702579736709595,1.0,10.829269409179688,1,0,0,20.09000121522695,checkpoint_total_wall_ms_divided_by_contexts,20090.00121522695,True
g568_ltm30_labeltrain1000_existingrow,g567_gate3b_calibration_00206,133fc6f54b3f92e98def7680ff114eb96646ac41ef25132a85c8639524765814,A5,hierarchical_od_perceiver_actor,568,g567_A5_phase5p5_repair5g567_a5_hierarchical_od_perceiver_actor_seed568,/root/shared-nvme/g567_gate3b_bounded_2d334c79_tmux_r13_pool20000/models/gcst/phase5p5_repair5g567_a5_hierarchical_od_perceiver_actor_seed568.pt,1.250207781791687,1.1581772565841675,1.2502423524856567,0.7499663829803467,0.7499529719352722,1.040339708328247,0.6932658553123474,0.9799358248710632,1.0,0.6841555833816528,0.650000274181366,0.34271249175071716,0.8702579736709595,1.0,10.829269409179688,1,0,0,20.09000121522695,checkpoint_total_wall_ms_divided_by_contexts,20090.00121522695,True
