g547_fulltheta_smoke_row_id,execution_mode,counts_as_new_g546_solver_row,real_solver_execution,context_key,context_id,role,candidate_id,materialized_method,sampling_policy,map,map_family,agents,seed,budget_ms,iteration,solution_found,probe_feasible,sum_of_loss_ratio,probe_sum_of_loss,probe_lower_bound,probe_runtime_ms,expanded_nodes,low_level_pibt_calls,trace_event_count,delta_vs_additive_in_same_context,delta_vs_static_in_same_context,is_best_candidate_in_context,oracle_gap_vs_static,candidate_recognized,updateparams_hash,updateparams_fingerprint,traffic_before_hash_full,theta_alpha_cong_commit_progress,theta_alpha_cong_commit_nonprogress,theta_alpha_cong_block,theta_alpha_cong_wait_progress,theta_alpha_cong_wait_nonprogress,theta_alpha_flow_commit_progress,theta_alpha_flow_wait_progress,theta_rho_cong_decay,theta_rho_flow_decay,theta_lambda_cong,theta_lambda_flow,theta_flow_shield_beta,theta_max_flow_shield,theta_min_edge_cost,theta_max_edge_cost,theta_goal_projection_mode_flow_shield,theta_goal_projection_mode_agent_progress,theta_goal_projection_mode_none,feature_map_family_maze,feature_map_family_random,feature_map_family_warehouse,feature_agents,feature_budget_ms,feature_iteration_final,feature_trace_event_count,feature_trace_events_per_agent,feature_pibt_failure_audit_count,feature_expanded_nodes,feature_high_level_expansions,feature_low_level_pibt_calls,feature_expansions_per_agent,feature_budget_per_agent,feature_obstacle_ratio_proxy,feature_corridor_proxy,feature_junction_proxy,phase5p5_allowed,phase6_allowed,runtime_claim_allowed,learned_runtime_policy_validated,aaai_ready,counts_as_new_g547_solver_row
g547_fulltheta_smoke_00000048,new_g547_fulltheta_counterfactual_update_probe_solver_row,True,True,maze-32-32-4|50|486|25|0|14650fb0739d0383,maze-32-32-4|a50|s486|it0|g547_fulltheta_smoke_maze_32_32_4_a50_s486_b2000,generated_theta::repair5g547_theta_000008,repair5g547_theta_000008,repair5g547_theta_000008,fulltheta_smoke::theta_min_edge_cost,maze-32-32-4,maze,50,486,2000,0,False,False,,,1898,368.0191,1,0,1476,,,False,,True,ef8f0d160cc2a725,alpha_commit=1.25|alpha_block=1.25|alpha_wait_spillover=0.75|rho_decay=0.94999999999999996|force_additive=0|enable_dual_channel=1|alpha_cong_commit_progress=1.25|alpha_cong_commit_nonprogress=1.25|alpha_cong_block=1.25|alpha_cong_wait_progress=0.75|alpha_cong_wait_nonprogress=0.75|alpha_flow_commit_progress=1|alpha_flow_wait_progress=1|rho_cong_decay=0.94999999999999996|rho_flow_decay=1|lambda_cong=1|lambda_flow=1|min_edge_cost=0.25|max_edge_cost=11|goal_projection_mode=flow_shield|flow_shield_beta=0.34999999999999998|max_flow_shield=0.75,14650fb0739d0383,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,1,0.35,0.75,0.25,11,1,0,0,1,0,0,50,25,0,1476,29.52,0,1,0,0,0.02,0.5,0.25,1,0.3,False,False,False,False,False,True
g547_fulltheta_smoke_00000049,new_g547_fulltheta_counterfactual_update_probe_solver_row,True,True,maze-32-32-4|50|486|25|0|14650fb0739d0383,maze-32-32-4|a50|s486|it0|g547_fulltheta_smoke_maze_32_32_4_a50_s486_b2000,generated_theta::repair5g547_theta_000009,repair5g547_theta_000009,repair5g547_theta_000009,fulltheta_smoke::theta_min_edge_cost,maze-32-32-4,maze,50,486,2000,0,False,False,,,1898,361.8326,1,0,1476,,,False,,True,e30a75611aecfe79,alpha_commit=1.25|alpha_block=1.25|alpha_wait_spillover=0.75|rho_decay=0.94999999999999996|force_additive=0|enable_dual_channel=1|alpha_cong_commit_progress=1.25|alpha_cong_commit_nonprogress=1.25|alpha_cong_block=1.25|alpha_cong_wait_progress=0.75|alpha_cong_wait_nonprogress=0.75|alpha_flow_commit_progress=1|alpha_flow_wait_progress=1|rho_cong_decay=0.94999999999999996|rho_flow_decay=1|lambda_cong=1|lambda_flow=1|min_edge_cost=1|max_edge_cost=11|goal_projection_mode=flow_shield|flow_shield_beta=0.34999999999999998|max_flow_shield=0.75,14650fb0739d0383,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,1,0.35,0.75,1,11,1,0,0,1,0,0,50,25,0,1476,29.52,0,1,0,0,0.02,0.5,0.25,1,0.3,False,False,False,False,False,True
g547_fulltheta_smoke_00000050,new_g547_fulltheta_counterfactual_update_probe_solver_row,True,True,maze-32-32-4|50|486|25|0|14650fb0739d0383,maze-32-32-4|a50|s486|it0|g547_fulltheta_smoke_maze_32_32_4_a50_s486_b2000,generated_theta::repair5g547_theta_000010,repair5g547_theta_000010,repair5g547_theta_000010,fulltheta_smoke::theta_max_edge_cost,maze-32-32-4,maze,50,486,2000,0,False,False,,,1898,357.245,1,0,1476,,,False,,True,7a35172bbc1b94cb,alpha_commit=1.25|alpha_block=1.25|alpha_wait_spillover=0.75|rho_decay=0.94999999999999996|force_additive=0|enable_dual_channel=1|alpha_cong_commit_progress=1.25|alpha_cong_commit_nonprogress=1.25|alpha_cong_block=1.25|alpha_cong_wait_progress=0.75|alpha_cong_wait_nonprogress=0.75|alpha_flow_commit_progress=1|alpha_flow_wait_progress=1|rho_cong_decay=0.94999999999999996|rho_flow_decay=1|lambda_cong=1|lambda_flow=1|min_edge_cost=1|max_edge_cost=8|goal_projection_mode=flow_shield|flow_shield_beta=0.34999999999999998|max_flow_shield=0.75,14650fb0739d0383,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,1,0.35,0.75,1,8,1,0,0,1,0,0,50,25,0,1476,29.52,0,1,0,0,0.02,0.5,0.25,1,0.3,False,False,False,False,False,True
g547_fulltheta_smoke_00000051,new_g547_fulltheta_counterfactual_update_probe_solver_row,True,True,maze-32-32-4|50|486|25|0|14650fb0739d0383,maze-32-32-4|a50|s486|it0|g547_fulltheta_smoke_maze_32_32_4_a50_s486_b2000,generated_theta::repair5g547_theta_000011,repair5g547_theta_000011,repair5g547_theta_000011,fulltheta_smoke::theta_max_edge_cost,maze-32-32-4,maze,50,486,2000,0,False,False,,,1898,349.99,1,0,1476,,,False,,True,35d66dc1ec012cc6,alpha_commit=1.25|alpha_block=1.25|alpha_wait_spillover=0.75|rho_decay=0.94999999999999996|force_additive=0|enable_dual_channel=1|alpha_cong_commit_progress=1.25|alpha_cong_commit_nonprogress=1.25|alpha_cong_block=1.25|alpha_cong_wait_progress=0.75|alpha_cong_wait_nonprogress=0.75|alpha_flow_commit_progress=1|alpha_flow_wait_progress=1|rho_cong_decay=0.94999999999999996|rho_flow_decay=1|lambda_cong=1|lambda_flow=1|min_edge_cost=1|max_edge_cost=12|goal_projection_mode=flow_shield|flow_shield_beta=0.34999999999999998|max_flow_shield=0.75,14650fb0739d0383,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,1,0.35,0.75,1,12,1,0,0,1,0,0,50,25,0,1476,29.52,0,1,0,0,0.02,0.5,0.25,1,0.3,False,False,False,False,False,True
g547_fulltheta_smoke_00000052,new_g547_fulltheta_counterfactual_update_probe_solver_row,True,True,maze-32-32-4|50|486|25|0|14650fb0739d0383,maze-32-32-4|a50|s486|it0|g547_fulltheta_smoke_maze_32_32_4_a50_s486_b2000,generated_theta::repair5g547_theta_000012,repair5g547_theta_000012,repair5g547_theta_000012,fulltheta_smoke::goal_projection_mode,maze-32-32-4,maze,50,486,2000,0,False,False,,,1898,400.0471,1,0,1476,,,False,,True,e30a75611aecfe79,alpha_commit=1.25|alpha_block=1.25|alpha_wait_spillover=0.75|rho_decay=0.94999999999999996|force_additive=0|enable_dual_channel=1|alpha_cong_commit_progress=1.25|alpha_cong_commit_nonprogress=1.25|alpha_cong_block=1.25|alpha_cong_wait_progress=0.75|alpha_cong_wait_nonprogress=0.75|alpha_flow_commit_progress=1|alpha_flow_wait_progress=1|rho_cong_decay=0.94999999999999996|rho_flow_decay=1|lambda_cong=1|lambda_flow=1|min_edge_cost=1|max_edge_cost=11|goal_projection_mode=flow_shield|flow_shield_beta=0.34999999999999998|max_flow_shield=0.75,14650fb0739d0383,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,1,0.35,0.75,1,11,1,0,0,1,0,0,50,25,0,1476,29.52,0,1,0,0,0.02,0.5,0.25,1,0.3,False,False,False,False,False,True
g547_fulltheta_smoke_00000053,new_g547_fulltheta_counterfactual_update_probe_solver_row,True,True,maze-32-32-4|50|486|25|0|14650fb0739d0383,maze-32-32-4|a50|s486|it0|g547_fulltheta_smoke_maze_32_32_4_a50_s486_b2000,generated_theta::repair5g547_theta_000013,repair5g547_theta_000013,repair5g547_theta_000013,fulltheta_smoke::goal_projection_mode,maze-32-32-4,maze,50,486,2000,0,False,False,,,1898,362.0469,1,0,1476,,,False,,True,562c13d7a176a2bc,alpha_commit=1.25|alpha_block=1.25|alpha_wait_spillover=0.75|rho_decay=0.94999999999999996|force_additive=0|enable_dual_channel=1|alpha_cong_commit_progress=1.25|alpha_cong_commit_nonprogress=1.25|alpha_cong_block=1.25|alpha_cong_wait_progress=0.75|alpha_cong_wait_nonprogress=0.75|alpha_flow_commit_progress=1|alpha_flow_wait_progress=1|rho_cong_decay=0.94999999999999996|rho_flow_decay=1|lambda_cong=1|lambda_flow=1|min_edge_cost=1|max_edge_cost=11|goal_projection_mode=agent_progress|flow_shield_beta=0.34999999999999998|max_flow_shield=0.75,14650fb0739d0383,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,1,0.35,0.75,1,11,0,1,0,1,0,0,50,25,0,1476,29.52,0,1,0,0,0.02,0.5,0.25,1,0.3,False,False,False,False,False,True
g547_fulltheta_smoke_00000054,new_g547_fulltheta_counterfactual_update_probe_solver_row,True,True,maze-32-32-4|50|486|25|0|14650fb0739d0383,maze-32-32-4|a50|s486|it0|g547_fulltheta_smoke_maze_32_32_4_a50_s486_b2000,generated_theta::repair5g547_theta_000014,repair5g547_theta_000014,repair5g547_theta_000014,fulltheta_smoke::goal_projection_mode,maze-32-32-4,maze,50,486,2000,0,False,False,,,1898,250.1917,1,0,1476,,,False,,True,b96f092bbcb39893,alpha_commit=1.25|alpha_block=1.25|alpha_wait_spillover=0.75|rho_decay=0.94999999999999996|force_additive=0|enable_dual_channel=1|alpha_cong_commit_progress=1.25|alpha_cong_commit_nonprogress=1.25|alpha_cong_block=1.25|alpha_cong_wait_progress=0.75|alpha_cong_wait_nonprogress=0.75|alpha_flow_commit_progress=1|alpha_flow_wait_progress=1|rho_cong_decay=0.94999999999999996|rho_flow_decay=1|lambda_cong=1|lambda_flow=1|min_edge_cost=1|max_edge_cost=11|goal_projection_mode=none|flow_shield_beta=0.34999999999999998|max_flow_shield=0.75,14650fb0739d0383,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,1,0.35,0.75,1,11,0,0,1,1,0,0,50,25,0,1476,29.52,0,1,0,0,0.02,0.5,0.25,1,0.3,False,False,False,False,False,True
g547_fulltheta_smoke_00000055,new_g547_fulltheta_counterfactual_update_probe_solver_row,True,True,maze-32-32-4|50|486|25|0|14650fb0739d0383,maze-32-32-4|a50|s486|it0|g547_fulltheta_smoke_maze_32_32_4_a50_s486_b2000,generated_theta::repair5g547_theta_000015,repair5g547_theta_000015,repair5g547_theta_000015,fulltheta_smoke::theta_alpha_cong_commit_nonprogress,maze-32-32-4,maze,50,486,2000,0,False,False,,,1898,418.4716,1,0,1476,,,False,,True,95eced852605b4c7,alpha_commit=0.5|alpha_block=1.25|alpha_wait_spillover=0.75|rho_decay=0.94999999999999996|force_additive=0|enable_dual_channel=1|alpha_cong_commit_progress=1.25|alpha_cong_commit_nonprogress=0.5|alpha_cong_block=1.25|alpha_cong_wait_progress=0.75|alpha_cong_wait_nonprogress=0.75|alpha_flow_commit_progress=1|alpha_flow_wait_progress=1|rho_cong_decay=0.94999999999999996|rho_flow_decay=1|lambda_cong=1|lambda_flow=1|min_edge_cost=1|max_edge_cost=11|goal_projection_mode=flow_shield|flow_shield_beta=0.34999999999999998|max_flow_shield=0.75,14650fb0739d0383,1.25,0.5,1.25,0.75,0.75,1,1,0.95,1,1,1,0.35,0.75,1,11,1,0,0,1,0,0,50,25,0,1476,29.52,0,1,0,0,0.02,0.5,0.25,1,0.3,False,False,False,False,False,True
g547_fulltheta_smoke_00000056,new_g547_fulltheta_counterfactual_update_probe_solver_row,True,True,maze-32-32-4|50|486|25|0|14650fb0739d0383,maze-32-32-4|a50|s486|it0|g547_fulltheta_smoke_maze_32_32_4_a50_s486_b2000,generated_theta::repair5g547_theta_000016,repair5g547_theta_000016,repair5g547_theta_000016,fulltheta_smoke::theta_alpha_cong_commit_nonprogress,maze-32-32-4,maze,50,486,2000,0,False,False,,,1898,354.4535,1,0,1476,,,False,,True,2a15243280de3947,alpha_commit=1.75|alpha_block=1.25|alpha_wait_spillover=0.75|rho_decay=0.94999999999999996|force_additive=0|enable_dual_channel=1|alpha_cong_commit_progress=1.25|alpha_cong_commit_nonprogress=1.75|alpha_cong_block=1.25|alpha_cong_wait_progress=0.75|alpha_cong_wait_nonprogress=0.75|alpha_flow_commit_progress=1|alpha_flow_wait_progress=1|rho_cong_decay=0.94999999999999996|rho_flow_decay=1|lambda_cong=1|lambda_flow=1|min_edge_cost=1|max_edge_cost=11|goal_projection_mode=flow_shield|flow_shield_beta=0.34999999999999998|max_flow_shield=0.75,14650fb0739d0383,1.25,1.75,1.25,0.75,0.75,1,1,0.95,1,1,1,0.35,0.75,1,11,1,0,0,1,0,0,50,25,0,1476,29.52,0,1,0,0,0.02,0.5,0.25,1,0.3,False,False,False,False,False,True
g547_fulltheta_smoke_00000057,new_g547_fulltheta_counterfactual_update_probe_solver_row,True,True,maze-32-32-4|50|566|25|0|14650fb0739d0383,maze-32-32-4|a50|s566|it0|g547_fulltheta_smoke_maze_32_32_4_a50_s566_b500,additive_ltm,repair5g59_additive_fallback,repair5g59_additive_fallback,baseline,maze-32-32-4,maze,50,566,500,0,False,False,,,2229,152.9969,1,0,1567,,,False,,True,35049bacad216c02,alpha_commit=1|alpha_block=1|alpha_wait_spillover=1|rho_decay=1|force_additive=1|enable_dual_channel=0|alpha_cong_commit_progress=0|alpha_cong_commit_nonprogress=1|alpha_cong_block=1|alpha_cong_wait_progress=1|alpha_cong_wait_nonprogress=1|alpha_flow_commit_progress=0|alpha_flow_wait_progress=0|rho_cong_decay=1|rho_flow_decay=1|lambda_cong=1|lambda_flow=0|min_edge_cost=0.25|max_edge_cost=11|goal_projection_mode=none|flow_shield_beta=0|max_flow_shield=0,14650fb0739d0383,0,1,1,1,1,0,0,1,1,1,0,0,0.25,0.25,11,0,0,1,1,0,0,50,25,0,1567,31.34,0,1,0,0,0.02,0.5,0.25,1,0.3,False,False,False,False,False,True
g547_fulltheta_smoke_00000058,new_g547_fulltheta_counterfactual_update_probe_solver_row,True,True,maze-32-32-4|50|566|25|0|14650fb0739d0383,maze-32-32-4|a50|s566|it0|g547_fulltheta_smoke_maze_32_32_4_a50_s566_b500,static_flow_shield,repair5g59_static_flow_shield,repair5g59_static_flow_shield,baseline,maze-32-32-4,maze,50,566,500,0,False,False,,,2229,228.3736,1,0,1567,,,False,,True,29737bed70c56f0d,alpha_commit=1.25|alpha_block=1.25|alpha_wait_spillover=0.75|rho_decay=0.94999999999999996|force_additive=0|enable_dual_channel=1|alpha_cong_commit_progress=1.25|alpha_cong_commit_nonprogress=1.25|alpha_cong_block=1.25|alpha_cong_wait_progress=0.75|alpha_cong_wait_nonprogress=0.75|alpha_flow_commit_progress=1|alpha_flow_wait_progress=0|rho_cong_decay=0.94999999999999996|rho_flow_decay=1|lambda_cong=1|lambda_flow=0|min_edge_cost=1|max_edge_cost=11|goal_projection_mode=flow_shield|flow_shield_beta=0.34999999999999998|max_flow_shield=0.75,14650fb0739d0383,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,1,0.35,0.75,1,11,1,0,0,1,0,0,50,25,0,1567,31.34,0,1,0,0,0.02,0.5,0.25,1,0.3,False,False,False,False,False,True
g547_fulltheta_smoke_00000059,new_g547_fulltheta_counterfactual_update_probe_solver_row,True,True,maze-32-32-4|50|566|25|0|14650fb0739d0383,maze-32-32-4|a50|s566|it0|g547_fulltheta_smoke_maze_32_32_4_a50_s566_b500,frozen_family_static_goal_aware,repair5g59_high_beta_cap_safe,repair5g59_high_beta_cap_safe,baseline,maze-32-32-4,maze,50,566,500,0,False,False,,,2229,244.4261,1,0,1567,,,False,,True,fbcf27bf34de68c,alpha_commit=1.25|alpha_block=1.25|alpha_wait_spillover=0.75|rho_decay=0.94999999999999996|force_additive=0|enable_dual_channel=1|alpha_cong_commit_progress=1.25|alpha_cong_commit_nonprogress=1.25|alpha_cong_block=1.25|alpha_cong_wait_progress=0.75|alpha_cong_wait_nonprogress=0.75|alpha_flow_commit_progress=1|alpha_flow_wait_progress=0|rho_cong_decay=0.94999999999999996|rho_flow_decay=1|lambda_cong=1|lambda_flow=0|min_edge_cost=1|max_edge_cost=11|goal_projection_mode=flow_shield|flow_shield_beta=0.59999999999999998|max_flow_shield=0.75,14650fb0739d0383,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,1,0.6,0.75,1,11,1,0,0,1,0,0,50,25,0,1567,31.34,0,1,0,0,0.02,0.5,0.25,1,0.3,False,False,False,False,False,True
g547_fulltheta_smoke_00000060,new_g547_fulltheta_counterfactual_update_probe_solver_row,True,True,maze-32-32-4|50|566|25|0|14650fb0739d0383,maze-32-32-4|a50|s566|it0|g547_fulltheta_smoke_maze_32_32_4_a50_s566_b500,generated_theta::repair5g547_theta_000001,repair5g547_theta_000001,repair5g547_theta_000001,fulltheta_smoke::all_fields_reference,maze-32-32-4,maze,50,566,500,0,False,False,,,2229,227.4124,1,0,1567,,,False,,True,e30a75611aecfe79,alpha_commit=1.25|alpha_block=1.25|alpha_wait_spillover=0.75|rho_decay=0.94999999999999996|force_additive=0|enable_dual_channel=1|alpha_cong_commit_progress=1.25|alpha_cong_commit_nonprogress=1.25|alpha_cong_block=1.25|alpha_cong_wait_progress=0.75|alpha_cong_wait_nonprogress=0.75|alpha_flow_commit_progress=1|alpha_flow_wait_progress=1|rho_cong_decay=0.94999999999999996|rho_flow_decay=1|lambda_cong=1|lambda_flow=1|min_edge_cost=1|max_edge_cost=11|goal_projection_mode=flow_shield|flow_shield_beta=0.34999999999999998|max_flow_shield=0.75,14650fb0739d0383,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,1,0.35,0.75,1,11,1,0,0,1,0,0,50,25,0,1567,31.34,0,1,0,0,0.02,0.5,0.25,1,0.3,False,False,False,False,False,True
g547_fulltheta_smoke_00000061,new_g547_fulltheta_counterfactual_update_probe_solver_row,True,True,maze-32-32-4|50|566|25|0|14650fb0739d0383,maze-32-32-4|a50|s566|it0|g547_fulltheta_smoke_maze_32_32_4_a50_s566_b500,generated_theta::repair5g547_theta_000002,repair5g547_theta_000002,repair5g547_theta_000002,fulltheta_smoke::theta_lambda_flow,maze-32-32-4,maze,50,566,500,0,False,False,,,2229,238.5294,1,0,1567,,,False,,True,a4814b677c6d1180,alpha_commit=1.25|alpha_block=1.25|alpha_wait_spillover=0.75|rho_decay=0.94999999999999996|force_additive=0|enable_dual_channel=1|alpha_cong_commit_progress=1.25|alpha_cong_commit_nonprogress=1.25|alpha_cong_block=1.25|alpha_cong_wait_progress=0.75|alpha_cong_wait_nonprogress=0.75|alpha_flow_commit_progress=1|alpha_flow_wait_progress=1|rho_cong_decay=0.94999999999999996|rho_flow_decay=1|lambda_cong=1|lambda_flow=0.10000000000000001|min_edge_cost=1|max_edge_cost=11|goal_projection_mode=flow_shield|flow_shield_beta=0.34999999999999998|max_flow_shield=0.75,14650fb0739d0383,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,0.1,0.35,0.75,1,11,1,0,0,1,0,0,50,25,0,1567,31.34,0,1,0,0,0.02,0.5,0.25,1,0.3,False,False,False,False,False,True
g547_fulltheta_smoke_00000062,new_g547_fulltheta_counterfactual_update_probe_solver_row,True,True,maze-32-32-4|50|566|25|0|14650fb0739d0383,maze-32-32-4|a50|s566|it0|g547_fulltheta_smoke_maze_32_32_4_a50_s566_b500,generated_theta::repair5g547_theta_000003,repair5g547_theta_000003,repair5g547_theta_000003,fulltheta_smoke::theta_lambda_flow,maze-32-32-4,maze,50,566,500,0,False,False,,,2229,240.073,1,0,1567,,,False,,True,8584e99b6c1a5647,alpha_commit=1.25|alpha_block=1.25|alpha_wait_spillover=0.75|rho_decay=0.94999999999999996|force_additive=0|enable_dual_channel=1|alpha_cong_commit_progress=1.25|alpha_cong_commit_nonprogress=1.25|alpha_cong_block=1.25|alpha_cong_wait_progress=0.75|alpha_cong_wait_nonprogress=0.75|alpha_flow_commit_progress=1|alpha_flow_wait_progress=1|rho_cong_decay=0.94999999999999996|rho_flow_decay=1|lambda_cong=1|lambda_flow=1.3999999999999999|min_edge_cost=1|max_edge_cost=11|goal_projection_mode=flow_shield|flow_shield_beta=0.34999999999999998|max_flow_shield=0.75,14650fb0739d0383,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,1.4,0.35,0.75,1,11,1,0,0,1,0,0,50,25,0,1567,31.34,0,1,0,0,0.02,0.5,0.25,1,0.3,False,False,False,False,False,True
g547_fulltheta_smoke_00000063,new_g547_fulltheta_counterfactual_update_probe_solver_row,True,True,maze-32-32-4|50|566|25|0|14650fb0739d0383,maze-32-32-4|a50|s566|it0|g547_fulltheta_smoke_maze_32_32_4_a50_s566_b500,generated_theta::repair5g547_theta_000004,repair5g547_theta_000004,repair5g547_theta_000004,fulltheta_smoke::theta_lambda_cong,maze-32-32-4,maze,50,566,500,0,False,False,,,2229,233.4698,1,0,1567,,,False,,True,b5442e0c6c6741b0,alpha_commit=1.25|alpha_block=1.25|alpha_wait_spillover=0.75|rho_decay=0.94999999999999996|force_additive=0|enable_dual_channel=1|alpha_cong_commit_progress=1.25|alpha_cong_commit_nonprogress=1.25|alpha_cong_block=1.25|alpha_cong_wait_progress=0.75|alpha_cong_wait_nonprogress=0.75|alpha_flow_commit_progress=1|alpha_flow_wait_progress=1|rho_cong_decay=0.94999999999999996|rho_flow_decay=1|lambda_cong=0.59999999999999998|lambda_flow=1|min_edge_cost=1|max_edge_cost=11|goal_projection_mode=flow_shield|flow_shield_beta=0.34999999999999998|max_flow_shield=0.75,14650fb0739d0383,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,0.6,1,0.35,0.75,1,11,1,0,0,1,0,0,50,25,0,1567,31.34,0,1,0,0,0.02,0.5,0.25,1,0.3,False,False,False,False,False,True
g547_fulltheta_smoke_00000064,new_g547_fulltheta_counterfactual_update_probe_solver_row,True,True,maze-32-32-4|50|566|25|0|14650fb0739d0383,maze-32-32-4|a50|s566|it0|g547_fulltheta_smoke_maze_32_32_4_a50_s566_b500,generated_theta::repair5g547_theta_000005,repair5g547_theta_000005,repair5g547_theta_000005,fulltheta_smoke::theta_lambda_cong,maze-32-32-4,maze,50,566,500,0,False,False,,,2229,238.8477,1,0,1567,,,False,,True,77f3f55aa954d3f,alpha_commit=1.25|alpha_block=1.25|alpha_wait_spillover=0.75|rho_decay=0.94999999999999996|force_additive=0|enable_dual_channel=1|alpha_cong_commit_progress=1.25|alpha_cong_commit_nonprogress=1.25|alpha_cong_block=1.25|alpha_cong_wait_progress=0.75|alpha_cong_wait_nonprogress=0.75|alpha_flow_commit_progress=1|alpha_flow_wait_progress=1|rho_cong_decay=0.94999999999999996|rho_flow_decay=1|lambda_cong=1.3999999999999999|lambda_flow=1|min_edge_cost=1|max_edge_cost=11|goal_projection_mode=flow_shield|flow_shield_beta=0.34999999999999998|max_flow_shield=0.75,14650fb0739d0383,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1.4,1,0.35,0.75,1,11,1,0,0,1,0,0,50,25,0,1567,31.34,0,1,0,0,0.02,0.5,0.25,1,0.3,False,False,False,False,False,True
g547_fulltheta_smoke_00000065,new_g547_fulltheta_counterfactual_update_probe_solver_row,True,True,maze-32-32-4|50|566|25|0|14650fb0739d0383,maze-32-32-4|a50|s566|it0|g547_fulltheta_smoke_maze_32_32_4_a50_s566_b500,generated_theta::repair5g547_theta_000006,repair5g547_theta_000006,repair5g547_theta_000006,fulltheta_smoke::theta_alpha_flow_wait_progress,maze-32-32-4,maze,50,566,500,0,False,False,,,2229,282.2932,1,0,1567,,,False,,True,29c4ecda70affb5a,alpha_commit=1.25|alpha_block=1.25|alpha_wait_spillover=0.75|rho_decay=0.94999999999999996|force_additive=0|enable_dual_channel=1|alpha_cong_commit_progress=1.25|alpha_cong_commit_nonprogress=1.25|alpha_cong_block=1.25|alpha_cong_wait_progress=0.75|alpha_cong_wait_nonprogress=0.75|alpha_flow_commit_progress=1|alpha_flow_wait_progress=0|rho_cong_decay=0.94999999999999996|rho_flow_decay=1|lambda_cong=1|lambda_flow=1|min_edge_cost=1|max_edge_cost=11|goal_projection_mode=flow_shield|flow_shield_beta=0.34999999999999998|max_flow_shield=0.75,14650fb0739d0383,1.25,1.25,1.25,0.75,0.75,1,0,0.95,1,1,1,0.35,0.75,1,11,1,0,0,1,0,0,50,25,0,1567,31.34,0,1,0,0,0.02,0.5,0.25,1,0.3,False,False,False,False,False,True
g547_fulltheta_smoke_00000066,new_g547_fulltheta_counterfactual_update_probe_solver_row,True,True,maze-32-32-4|50|566|25|0|14650fb0739d0383,maze-32-32-4|a50|s566|it0|g547_fulltheta_smoke_maze_32_32_4_a50_s566_b500,generated_theta::repair5g547_theta_000007,repair5g547_theta_000007,repair5g547_theta_000007,fulltheta_smoke::theta_alpha_flow_wait_progress,maze-32-32-4,maze,50,566,500,0,False,False,,,2229,336.3211,1,0,1567,,,False,,True,b5a183b18079a70d,alpha_commit=1.25|alpha_block=1.25|alpha_wait_spillover=0.75|rho_decay=0.94999999999999996|force_additive=0|enable_dual_channel=1|alpha_cong_commit_progress=1.25|alpha_cong_commit_nonprogress=1.25|alpha_cong_block=1.25|alpha_cong_wait_progress=0.75|alpha_cong_wait_nonprogress=0.75|alpha_flow_commit_progress=1|alpha_flow_wait_progress=1.2|rho_cong_decay=0.94999999999999996|rho_flow_decay=1|lambda_cong=1|lambda_flow=1|min_edge_cost=1|max_edge_cost=11|goal_projection_mode=flow_shield|flow_shield_beta=0.34999999999999998|max_flow_shield=0.75,14650fb0739d0383,1.25,1.25,1.25,0.75,0.75,1,1.2,0.95,1,1,1,0.35,0.75,1,11,1,0,0,1,0,0,50,25,0,1567,31.34,0,1,0,0,0.02,0.5,0.25,1,0.3,False,False,False,False,False,True
