context_key,map,map_family,agents,seed,budget_ms,sampling_policy,selected_candidate,selected_method,baseline_role,baseline_candidate,selected_success,baseline_success,selected_ratio,baseline_ratio,quality_delta_ratio,corrected_delta_ratio_for_mean,success_regression,success_gain,both_success,both_fail,better,worse,safe_high_margin_gain,seed_block,phase5p5_allowed,phase6_allowed,runtime_claim_allowed,learned_runtime_policy_validated,aaai_ready,horizon_id,nominal_budget_ms,short_budget_ms,base_time_limit_sec,ltm_max_iterations,context_horizon_key,panel,route,theta_cluster,registry_label,candidate_group,theta_alpha_cong_commit_progress,theta_alpha_cong_commit_nonprogress,theta_alpha_cong_block,theta_alpha_cong_wait_progress,theta_alpha_cong_wait_nonprogress,theta_alpha_flow_commit_progress,theta_alpha_flow_wait_progress,theta_rho_cong_decay,theta_rho_flow_decay,theta_lambda_cong,theta_lambda_flow,theta_flow_shield_beta,theta_max_flow_shield,theta_min_edge_cost,theta_max_edge_cost,theta_goal_projection_mode_flow_shield,theta_goal_projection_mode_agent_progress,theta_goal_projection_mode_none,stage
random-32-32-20|50|2018|1000|0|14650fb0739d0383,random-32-32-20,random,50,2018,2000,cma_es_style_offline_candidates,g554_c01564,g554_c01564,static_flow_shield,repair5g59_static_flow_shield,False,True,,1.1835443038,,0.25,True,False,False,False,False,False,False,2000_2019,False,False,False,False,False,stage1_short1000_t050_i4,2000,1000,0.5,4,random-32-32-20|50|2018|2000|stage1_short1000_t050_i4,,,near_miss,,,1.25,1.27687619438,1.25,0.75,0.75,1.02642822043,0.680714773213,0.926393754144,1,1.02828887329,0.137703849592,0.381101127101,0.798966060216,1,11.2964264264,0,0,1,stage1
random-32-32-20|50|2018|1000|0|14650fb0739d0383,random-32-32-20,random,50,2018,2000,shrinkage_to_hand_from_risky,g554_c01568,g554_c01568,static_flow_shield,repair5g59_static_flow_shield,False,True,,1.1835443038,,0.25,True,False,False,False,False,False,False,2000_2019,False,False,False,False,False,stage1_short1000_t050_i4,2000,1000,0.5,4,random-32-32-20|50|2018|2000|stage1_short1000_t050_i4,,,near_miss,,,1.25,1.25,1.25,0.75,0.75,1,0.5,0.95,1,1.20949408101,0.322735604529,0.35,0.75,1,11.267508465,0,0,1,stage1
random-32-32-20|50|2018|1000|0|14650fb0739d0383,random-32-32-20,random,50,2018,2000,trust_region_sobol_around_nearmiss,g554_c01573,g554_c01573,static_flow_shield,repair5g59_static_flow_shield,False,True,,1.1835443038,,0.25,True,False,False,False,False,False,False,2000_2019,False,False,False,False,False,stage1_short1000_t050_i4,2000,1000,0.5,4,random-32-32-20|50|2018|2000|stage1_short1000_t050_i4,,,near_miss,,,1.25,1.1906720813,1.25,0.75,0.75,0.97164952165,0.9405501593,0.922686748312,1,0.961815624316,0.0271154457691,0.337523287523,0.687553437553,1,11.5013901264,0,1,0,stage1
random-32-32-20|50|2018|1000|0|14650fb0739d0383,random-32-32-20,random,50,2018,2000,cross_entropy_elite_refits,g554_c01575,g554_c01575,static_flow_shield,repair5g59_static_flow_shield,False,True,,1.1835443038,,0.25,True,False,False,False,False,False,False,2000_2019,False,False,False,False,False,stage1_short1000_t050_i4,2000,1000,0.5,4,random-32-32-20|50|2018|2000|stage1_short1000_t050_i4,,,near_miss,,,1.25,1.23339782965,1.25,0.75,0.75,1.05607774658,0.670564818066,0.9175,1,1.16071763945,0.172181730637,0.320114457314,0.778672779923,0.955720915721,9.06217853406,0,0,1,stage1
random-32-32-20|50|2018|1000|0|14650fb0739d0383,random-32-32-20,random,50,2018,2000,negative_controls_wide_random,g554_c01588,g554_c01588,static_flow_shield,repair5g59_static_flow_shield,False,True,,1.1835443038,,0.25,True,False,False,False,False,False,False,2000_2019,False,False,False,False,False,stage1_short1000_t050_i4,2000,1000,0.5,4,random-32-32-20|50|2018|2000|stage1_short1000_t050_i4,,,wide_diagnostic,,,1.21386721387,0.790609040609,1.19824019824,1.0357022857,1.05102655103,1.34734034734,1.24556124556,0.927645027645,0.998092198092,1.21484271484,0.0224025224025,0.573692573693,0.405297655298,0.633254133254,9.99957799958,0,1,0,stage1
random-32-32-20|50|2018|1000|0|14650fb0739d0383,random-32-32-20,random,50,2018,2000,negative_controls_wide_random,g554_c01649,g554_c01649,static_flow_shield,repair5g59_static_flow_shield,False,True,,1.1835443038,,0.25,True,False,False,False,False,False,False,2000_2019,False,False,False,False,False,stage1_short1000_t050_i4,2000,1000,0.5,4,random-32-32-20|50|2018|2000|stage1_short1000_t050_i4,,,wide_diagnostic,,,1.39097089097,1.53558853559,1.93203518204,0.788143288143,1.0339010339,1.45873945874,0.87683962684,0.949185849186,0.927182527183,1.11702661703,0.313857313857,0.0112104112104,0.570011570012,0.855281355281,8.96081696082,1,0,0,stage1
random-32-32-20|50|2018|1000|0|14650fb0739d0383,random-32-32-20,random,50,2018,2000,negative_controls_wide_random,g554_c01721,g554_c01721,static_flow_shield,repair5g59_static_flow_shield,False,True,,1.1835443038,,0.25,True,False,False,False,False,False,False,2000_2019,False,False,False,False,False,stage1_short1000_t050_i4,2000,1000,0.5,4,random-32-32-20|50|2018|2000|stage1_short1000_t050_i4,,,wide_diagnostic,,,0.923874923875,0.750167750168,0.846573846574,1.07849107849,1.41071491071,0.0311565311565,0.115778865779,0.913310513311,0.978676378676,1.48186698187,0.302134802135,0.523968523969,1.10804460804,0.351563601564,11.6463356463,0,1,0,stage1
random-32-32-20|50|2150|1000|0|14650fb0739d0383,random-32-32-20,random,50,2150,1000,negative_controls_wide_random,g554_c02042,g554_c02042,static_flow_shield,repair5g59_static_flow_shield,False,True,,1.15027322404,,0.25,True,False,False,False,False,False,False,2140_2159,False,False,False,False,False,stage1_short1000_t100_i4,1000,1000,1.0,4,random-32-32-20|50|2150|1000|stage1_short1000_t100_i4,,,wide_diagnostic,,,1.2934032934,1.68615493615,1.18221193221,0.318402818403,1.19858319858,0.262405762406,0.944403444403,0.993886693887,0.95744045744,1.11198761199,0.0531915531916,0.489256489256,0.818929318929,0.968760968761,9.34602134602,0,1,0,stage1
random-32-32-20|50|2150|1000|0|14650fb0739d0383,random-32-32-20,random,50,2150,1000,negative_controls_wide_random,g554_c02131,g554_c02131,static_flow_shield,repair5g59_static_flow_shield,False,True,,1.15027322404,,0.25,True,False,False,False,False,False,False,2140_2159,False,False,False,False,False,stage1_short1000_t100_i4,1000,1000,1.0,4,random-32-32-20|50|2150|1000|stage1_short1000_t100_i4,,,wide_diagnostic,,,1.42332442332,1.49585349585,2.02004802005,0.495779245779,1.58936383936,0.463783963784,0.153853903854,0.929244429244,0.970062070062,1.26787276787,1.20006870007,0.0205296205296,1.29702479702,0.616784866785,10.4984064984,1,0,0,stage1
random-32-32-20|50|2150|1000|0|14650fb0739d0383,random-32-32-20,random,50,2150,1000,negative_controls_wide_random,g554_c02202,g554_c02202,static_flow_shield,repair5g59_static_flow_shield,False,True,,1.15027322404,,0.25,True,False,False,False,False,False,False,2140_2159,False,False,False,False,False,stage1_short1000_t100_i4,1000,1000,1.0,4,random-32-32-20|50|2150|1000|stage1_short1000_t100_i4,,,wide_diagnostic,,,0.991655491655,1.62665862666,0.72005047005,0.133427633428,0.874264124264,0.0179715179715,0.608026858027,0.990534690535,0.981216081216,1.21606871607,0.010263010263,0.0439744439744,1.10365335365,0.379990879991,10.9314949315,0,1,0,stage1
random-32-32-20|50|2558|1000|0|14650fb0739d0383,random-32-32-20,random,50,2558,2000,negative_controls_wide_random,g554_c00257,g554_c00257,static_flow_shield,repair5g59_static_flow_shield,False,True,,1.15187713311,,0.25,True,False,False,False,False,False,False,2540_2559,False,False,False,False,False,stage1_short1000_t100_i2,2000,1000,1.0,2,random-32-32-20|50|2558|2000|stage1_short1000_t100_i2,,,wide_diagnostic,,,1.14508314508,0.97163047163,1.46792071792,0.177492677493,0.524346024346,0.367975867976,0.34874034874,0.917555817556,0.909167609168,1.34873884874,0.0555210555211,0.505751705752,1.31968606969,0.620520620521,11.1614111614,0,1,0,stage1
random-32-32-20|50|3326|2000|0|14650fb0739d0383,random-32-32-20,random,50,3326,500,negative_controls_wide_random,g554_c02509,g554_c02509,static_flow_shield,repair5g59_static_flow_shield,False,True,,1.15867768595,,0.25,True,False,False,False,False,False,False,3320_3339,False,False,False,False,False,stage1_short2000_t100_i2,500,2000,1.0,2,random-32-32-20|50|3326|500|stage1_short2000_t100_i2,,,wide_diagnostic,,,0.671388671389,1.01657676658,0.784209034209,0.476431726432,1.64594139594,0.0295965295965,0.937897187897,0.979054479054,0.947188147188,0.846649346649,0.639578139578,0.159074559075,0.334032584033,0.87495012495,8.16962816963,0,0,1,stage1
random-32-32-20|50|3326|2000|0|14650fb0739d0383,random-32-32-20,random,50,3326,500,negative_controls_wide_random,g554_c02588,g554_c02588,static_flow_shield,repair5g59_static_flow_shield,False,True,,1.15867768595,,0.25,True,False,False,False,False,False,False,3320_3339,False,False,False,False,False,stage1_short2000_t100_i2,500,2000,1.0,2,random-32-32-20|50|3326|500|stage1_short2000_t100_i2,,,wide_diagnostic,,,1.39030639031,0.66437016437,1.19240744241,0.165907665908,0.301959301959,0.332956832957,0.915470915471,0.948965748966,0.906083406083,0.949202449202,0.850695850696,0.43664043664,1.09546709547,0.5925995926,10.2049062049,0,0,1,stage1
random-32-32-20|50|6746|2000|0|14650fb0739d0383,random-32-32-20,random,50,6746,500,negative_controls_wide_random,g554_c00750,g554_c00750,static_flow_shield,repair5g59_static_flow_shield,False,True,,1.16242821985,,0.25,True,False,False,False,False,False,False,6740_6759,False,False,False,False,False,stage1_short2000_t050_i4,500,2000,0.5,4,random-32-32-20|50|6746|500|stage1_short2000_t050_i4,,,wide_diagnostic,,,0.98406998407,0.858905358905,2.05871605872,0.679054429054,0.994224994225,1.36597936598,0.215665215665,0.980907780908,0.980795480795,1.38037688038,0.003648003648,0.000600000600001,1.37623112623,0.497500997501,11.948979949,0,0,1,stage1
random-32-32-20|50|6746|2000|0|14650fb0739d0383,random-32-32-20,random,50,6746,500,negative_controls_wide_random,g554_c00771,g554_c00771,static_flow_shield,repair5g59_static_flow_shield,False,True,,1.16242821985,,0.25,True,False,False,False,False,False,False,6740_6759,False,False,False,False,False,stage1_short2000_t050_i4,500,2000,0.5,4,random-32-32-20|50|6746|500|stage1_short2000_t050_i4,,,wide_diagnostic,,,1.03031203031,1.1314956315,0.723522473522,0.00497375497375,1.02458052458,1.31567081567,0.576194326194,0.994675794676,0.911356511357,1.19345669346,0.754877254877,0.13494973495,0.973975723976,0.70728970729,8.19874819875,1,0,0,stage1
random-32-32-20|50|7790|1000|0|14650fb0739d0383,random-32-32-20,random,50,7790,500,negative_controls_wide_random,g554_c01117,g554_c01117,static_flow_shield,repair5g59_static_flow_shield,False,True,,1.15459363958,,0.25,True,False,False,False,False,False,False,7780_7799,False,False,False,False,False,stage1_short1000_t100_i2,500,1000,1.0,2,random-32-32-20|50|7790|500|stage1_short1000_t100_i2,,,wide_diagnostic,,,1.39373089373,0.818094068094,1.90127365127,0.621530621531,1.15401415401,0.325164325164,0.973833473833,0.928176428176,0.988057288057,1.30446480446,0.27612027612,0.232185032185,0.806999306999,0.84030984031,9.76084576085,0,1,0,stage1
random-32-32-20|50|7880|1000|0|14650fb0739d0383,random-32-32-20,random,50,7880,500,negative_controls_wide_random,g554_c02771,g554_c02771,static_flow_shield,repair5g59_static_flow_shield,False,True,,1.18533201189,,0.25,True,False,False,False,False,False,False,7880_7899,False,False,False,False,False,stage1_short1000_t050_i2,500,1000,0.5,2,random-32-32-20|50|7880|500|stage1_short1000_t050_i2,,,wide_diagnostic,,,1.08530808531,0.631642631643,1.1050998551,0.708556958557,0.215685965686,0.492658992659,0.0486325486325,0.939332439332,0.97521957522,1.34331184331,0.254328254328,0.421996421996,0.295657545658,0.959582459582,9.28502528503,0,0,1,stage1
random-32-32-20|50|7880|1000|0|14650fb0739d0383,random-32-32-20,random,50,7880,500,negative_controls_wide_random,g554_c02868,g554_c02868,static_flow_shield,repair5g59_static_flow_shield,False,True,,1.18533201189,,0.25,True,False,False,False,False,False,False,7880_7899,False,False,False,False,False,stage1_short1000_t050_i2,500,1000,0.5,2,random-32-32-20|50|7880|500|stage1_short1000_t050_i2,,,wide_diagnostic,,,1.37265437265,1.45808970809,2.20274295274,0.181553931554,0.697055447055,1.00364950365,0.390364140364,0.929330729331,0.920998020998,1.33328983329,1.33666633667,0.440774840775,0.324196324196,0.503399003399,11.7878237878,1,0,0,stage1
random-32-32-20|100|2003|1000|0|14650fb0739d0383,random-32-32-20,random,100,2003,2000,negative_controls_wide_random,g554_c00912,g554_c00912,static_flow_shield,repair5g59_static_flow_shield,False,True,,1.26963812886,,0.25,True,False,False,False,False,False,False,2000_2019,False,False,False,False,False,stage1_short1000_t050_i2,2000,1000,0.5,2,random-32-32-20|100|2003|2000|stage1_short1000_t050_i2,,,wide_diagnostic,,,0.416694416694,1.72314247314,1.09223559224,0.949400949401,1.28300678301,1.37953487953,0.28322028322,0.912321012321,0.925304825305,1.46244396244,1.30254730255,0.383214783215,0.254137504138,0.364690864691,9.52453352453,0,0,1,stage1
random-32-32-20|100|2003|1000|0|14650fb0739d0383,random-32-32-20,random,100,2003,2000,negative_controls_wide_random,g554_c00923,g554_c00923,static_flow_shield,repair5g59_static_flow_shield,False,True,,1.26963812886,,0.25,True,False,False,False,False,False,False,2000_2019,False,False,False,False,False,stage1_short1000_t050_i2,2000,1000,0.5,2,random-32-32-20|100|2003|2000|stage1_short1000_t050_i2,,,wide_diagnostic,,,1.09478959479,1.11652811653,2.20604520605,0.040335040335,0.478352478352,0.98141048141,1.01229476229,0.968350868351,0.909200909201,0.636086136086,0.832805332805,0.633548633549,1.05976205976,0.285617535618,8.89832089832,0,1,0,stage1
random-32-32-20|100|2015|1000|0|14650fb0739d0383,random-32-32-20,random,100,2015,500,negative_controls_wide_random,g554_c00912,g554_c00912,static_flow_shield,repair5g59_static_flow_shield,False,True,,1.24073182475,,0.25,True,False,False,False,False,False,False,2000_2019,False,False,False,False,False,stage1_short1000_t050_i4,500,1000,0.5,4,random-32-32-20|100|2015|500|stage1_short1000_t050_i4,,,wide_diagnostic,,,0.416694416694,1.72314247314,1.09223559224,0.949400949401,1.28300678301,1.37953487953,0.28322028322,0.912321012321,0.925304825305,1.46244396244,1.30254730255,0.383214783215,0.254137504138,0.364690864691,9.52453352453,0,0,1,stage1
random-32-32-20|100|2015|1000|0|14650fb0739d0383,random-32-32-20,random,100,2015,500,negative_controls_wide_random,g554_c00923,g554_c00923,static_flow_shield,repair5g59_static_flow_shield,False,True,,1.24073182475,,0.25,True,False,False,False,False,False,False,2000_2019,False,False,False,False,False,stage1_short1000_t050_i4,500,1000,0.5,4,random-32-32-20|100|2015|500|stage1_short1000_t050_i4,,,wide_diagnostic,,,1.09478959479,1.11652811653,2.20604520605,0.040335040335,0.478352478352,0.98141048141,1.01229476229,0.968350868351,0.909200909201,0.636086136086,0.832805332805,0.633548633549,1.05976205976,0.285617535618,8.89832089832,0,1,0,stage1
random-32-32-20|100|2009|2000|0|14650fb0739d0383,random-32-32-20,random,100,2009,1000,negative_controls_wide_random,g554_c02518,g554_c02518,static_flow_shield,repair5g59_static_flow_shield,False,True,,1.29901269394,,0.25,True,False,False,False,False,False,False,2000_2019,False,False,False,False,False,stage1_short2000_t100_i2,1000,2000,1.0,2,random-32-32-20|100|2009|1000|stage1_short2000_t100_i2,,,wide_diagnostic,,,0.0367815367815,1.20943570944,1.56751331751,0.155992655993,0.780383530384,1.2482022482,1.13592738593,0.933136733137,0.911875911876,1.42868592869,1.14142164142,0.171323371323,0.46981021981,0.399919149919,8.40185240185,0,1,0,stage1
random-32-32-20|100|2039|2000|0|14650fb0739d0383,random-32-32-20,random,100,2039,2000,negative_controls_wide_random,g554_c00912,g554_c00912,static_flow_shield,repair5g59_static_flow_shield,False,True,,1.27867342239,,0.25,True,False,False,False,False,False,False,2020_2039,False,False,False,False,False,stage1_short2000_t100_i4,2000,2000,1.0,4,random-32-32-20|100|2039|2000|stage1_short2000_t100_i4,,,wide_diagnostic,,,0.416694416694,1.72314247314,1.09223559224,0.949400949401,1.28300678301,1.37953487953,0.28322028322,0.912321012321,0.925304825305,1.46244396244,1.30254730255,0.383214783215,0.254137504138,0.364690864691,9.52453352453,0,0,1,stage1
