rule_id,map_width,map_height,obstacle_ratio_min,obstacle_ratio_max,agents,predicted_margin_ratio,nearest_support_count,min_support_neighbors,min_predicted_margin_ratio,max_neighbor_distance,feature_values,source,map,instance_id,iteration,fold_id,false_positive_risk,fold_agreement
block_heavy,32.0,32.0,0.218515625,0.238515625,50.0,0.005480817139999816,20,4,0.001,1000000000.0,50;790;0.0632911392405;32;32;0.228515625;0;0;0;1;1;5100;408;175;2744;0.08;0.0343137254902;8.16;102;0;0;6.4548393279;0,repair5e5_crossfold_utility_reranker,maze-32-32-4,5,0,2,0.25,5
block_heavy,32.0,32.0,0.218515625,0.238515625,50.0,0.005480817139999816,20,4,0.001,1000000000.0,50;790;0.0632911392405;32;32;0.228515625;1;1;1.19880418535;1;1;5500;213;95;3114;0.0387272727273;0.0172727272727;4.26;110;995;22;6.45460081801;6.4548393279,repair5e5_crossfold_utility_reranker,maze-32-32-4,5,1,2,0.25,5
block_heavy,32.0,32.0,0.218515625,0.238515625,50.0,0.005480817139999816,20,4,0.001,1000000000.0,50;790;0.0632911392405;32;32;0.228515625;2;1;1.19631290483;0;1;5700;186;76;3326;0.0326315789474;0.0133333333333;3.72;114;1483;33;6.39745703875;6.88668618684,repair5e5_crossfold_utility_reranker,maze-32-32-4,5,2,2,0.25,5
block_heavy,32.0,32.0,0.218515625,0.238515625,50.0,0.005480817139999816,20,4,0.001,1000000000.0,50;790;0.0632911392405;32;32;0.228515625;3;1;1.19631290483;1;1;5400;219;75;3138;0.0405555555556;0.0138888888889;4.38;108;1732;50;6.46225320735;7.04350303804,repair5e5_crossfold_utility_reranker,maze-32-32-4,5,3,2,0.25,5
block_heavy,32.0,32.0,0.218515625,0.238515625,50.0,0.0031055900599998854,20,4,0.001,1000000000.0,50;790;0.0632911392405;32;32;0.228515625;0;0;0;1;1;5000;570;288;2216;0.114;0.0576;11.4;100;0;0;6.3216086145;0,repair5e5_crossfold_utility_reranker,maze-32-32-4,6,0,2,0.25,5
block_heavy,32.0,32.0,0.218515625,0.238515625,50.0,0.0031055900599998854,20,4,0.001,1000000000.0,50;790;0.0632911392405;32;32;0.228515625;1;1;1.24223602484;0;1;5400;513;235;2459;0.095;0.0435185185185;10.26;108;1001;42;6.34691158815;6.3216086145,repair5e5_crossfold_utility_reranker,maze-32-32-4,6,1,2,0.25,5
block_heavy,32.0,32.0,0.218515625,0.238515625,50.0,0.0031055900599998854,20,4,0.001,1000000000.0,50;790;0.0632911392405;32;32;0.228515625;2;1;1.24223602484;0;1;5200;607;257;2255;0.116730769231;0.0494230769231;12.14;104;1412;59;6.39541806478;6.73573244878,repair5e5_crossfold_utility_reranker,maze-32-32-4,6,2,2,0.25,5
block_heavy,32.0,32.0,0.218515625,0.238515625,50.0,0.0031055900599998854,20,4,0.001,1000000000.0,50;790;0.0632911392405;32;32;0.228515625;3;1;1.24223602484;0;1;5700;393;183;2914;0.0689473684211;0.0321052631579;7.86;114;1633;77;6.36803839181;6.89263994319,repair5e5_crossfold_utility_reranker,maze-32-32-4,6,3,2,0.25,5
block_heavy,32.0,32.0,0.218515625,0.238515625,50.0,0.014866204160000063,20,4,0.001,1000000000.0,50;790;0.0632911392405;32;32;0.228515625;0;0;0;1;1;4200;326;144;1899;0.077619047619;0.0342857142857;6.52;84;0;0;6.54433116479;0,repair5e5_crossfold_utility_reranker,maze-32-32-4,7,0,2,0.25,5
block_heavy,32.0,32.0,0.218515625,0.238515625,50.0,0.014866204160000063,20,4,0.001,1000000000.0,50;790;0.0632911392405;32;32;0.228515625;1;1;1.16055500496;0;1;5800;293;99;3350;0.0505172413793;0.0170689655172;5.86;116;1061;25;6.44232906133;6.54433116479,repair5e5_crossfold_utility_reranker,maze-32-32-4,7,1,2,0.25,5
